金额,商品,支付时间,地点,商品大类,商品二级类
2.0,怡宝纯净水,2017/6/26 17:36,C,饮料,水
3.0,怡宝纯净水,2017/6/26 17:38,C,饮料,水
3.0,可口可乐330ml,2017/6/26 17:46,C,饮料,碳酸饮料
3.0,可口可乐330ml,2017/6/26 17:49,C,饮料,碳酸饮料
5.5,145g果王迷你山楂包装,2017/6/26 17:57,C,非饮料,蜜饯/果干
3.0,可口可乐330ml,2017/6/26 17:58,C,饮料,碳酸饮料
3.0,旺仔牛奶145ml,2017/6/26 18:01,C,饮料,乳制品
6.5,148g富甲一方紫薯仔,2017/6/26 18:05,C,非饮料,蜜饯/果干
3.0,怡宝纯净水,2017/6/26 18:05,C,饮料,水
2.5,30g无穷农场盐_鸡蛋,2017/6/26 18:26,C,非饮料,肉干/豆制品/蛋
3.0,250ml维他柠檬茶,2017/6/26 18:28,C,饮料,茶饮料
3.0,雪碧（500ml）,2017/6/26 18:39,C,饮料,碳酸饮料
2.5,250ml维他奶巧克力味,2017/6/26 19:26,C,饮料,植物蛋白
4.5,85g嘉士利果乐果香夹心饼干蓝莓味,2017/6/26 20:54,C,非饮料,饼干糕点
1.6,2g韩国海牌海苔,2017/6/26 21:08,C,非饮料,海味零食
2.0,75g新麦潮天然酵母面包（北海道牛奶风味）,2017/6/26 21:47,C,非饮料,饼干糕点
3.0,统一冰红茶,2017/6/26 23:46,C,饮料,茶饮料
4.5,65g卫龙亲嘴豆皮,2017/6/27 00:12,C,非饮料,肉干/豆制品/蛋
1.6,20g咪咪虾条马来西亚风味,2017/6/27 01:21,C,非饮料,膨化食品
10.0,37.5g费列罗榛果威化巧克力3颗,2017/6/27 02:56,C,非饮料,糖果/巧克力
7.0,合味道（海鲜风味）,2017/6/27 04:14,C,非饮料,方便速食
1.5,45g双汇泡面拍挡,2017/6/27 07:39,C,非饮料,肉干/豆制品/蛋
1.6,2g韩国海牌海苔,2017/6/27 07:53,C,非饮料,海味零食
3.0,250ml维他柠檬茶,2017/6/27 08:45,C,饮料,茶饮料
3.0,怡宝纯净水,2017/6/27 09:47,C,饮料,水
10.0,37.5g费列罗榛果威化巧克力3颗,2017/6/27 10:08,C,非饮料,糖果/巧克力
4.5,85g嘉士利果乐果香夹心饼干蓝莓味,2017/6/27 10:17,C,非饮料,饼干糕点
2.0,凤爪,2017/6/27 11:56,C,非饮料,肉干/豆制品/蛋
2.0,怡宝纯净水,2017/6/27 12:19,C,饮料,水
3.0,85g新麦潮北海道吐司,2017/6/27 12:35,C,非饮料,饼干糕点
3.5,丽芝士纳宝帝奶酪威化饼干,2017/6/27 12:44,C,非饮料,饼干糕点
1.5,40g双汇玉米热狗肠,2017/6/27 13:45,C,非饮料,肉干/豆制品/蛋
4.5,250ml燕塘红枣牛奶,2017/6/27 13:59,C,饮料,乳制品
4.5,营养快线,2017/6/27 14:45,C,饮料,乳制品
6.5,430g泰奇八宝粥,2017/6/27 15:34,C,非饮料,方便速食
1.8,32g卫龙亲嘴烧红烧牛肉味,2017/6/27 15:37,C,非饮料,肉干/豆制品/蛋
1.0,20g咪咪虾条马来西亚风味,2017/6/27 15:39,C,非饮料,膨化食品
3.0,雪碧（500ml）,2017/6/27 15:39,C,饮料,碳酸饮料
2.5,145ml旺仔牛奶盒装,2017/6/27 15:44,C,饮料,乳制品
6.5,250ml红牛,2017/6/27 15:44,C,饮料,功能饮料
3.0,250ml维他柠檬茶,2017/6/27 15:44,C,饮料,茶饮料
4.5,250ml燕塘红枣牛奶,2017/6/27 15:44,C,饮料,乳制品
4.0,银鹭八宝粥,2017/6/27 15:44,C,饮料,方便速食
4.0,55g奥利奥原味芝士饼干,2017/6/27 16:03,C,非饮料,饼干糕点
2.5,250ml王老吉盒装,2017/6/27 16:13,C,饮料,茶饮料
3.0,怡宝纯净水,2017/6/27 16:13,C,饮料,水
12.5,100g*5瓶益力多,2017/6/27 16:14,C,饮料,乳制品
1.6,20g咪咪虾条马来西亚风味,2017/6/27 16:14,C,非饮料,膨化食品
2.5,250ml维他奶巧克力味,2017/6/27 16:14,C,饮料,植物蛋白
2.5,30g无穷农场盐_鸡蛋,2017/6/27 16:14,C,非饮料,肉干/豆制品/蛋
1.0,咪咪,2017/6/27 16:14,C,非饮料,膨化食品
3.0,250ml维他原味豆奶,2017/6/27 16:15,C,饮料,植物蛋白
3.0,怡宝纯净水,2017/6/27 16:15,C,饮料,水
0.8,20g咪咪虾条马来西亚风味,2017/6/27 16:16,C,非饮料,膨化食品
4.0,脉动,2017/6/27 16:16,C,饮料,功能饮料
6.5,250ml红牛,2017/6/27 16:18,C,饮料,功能饮料
1.0,香脆肠,2017/6/27 16:18,C,非饮料,肉干/豆制品/蛋
3.5,34g公仔迷你杯风味排骨味,2017/6/27 16:22,C,非饮料,方便速食
3.0,雪碧（500ml）,2017/6/27 16:22,C,饮料,碳酸饮料
4.5,250ml燕塘原味酸奶,2017/6/27 17:33,C,饮料,乳制品
3.5,600ml可口可乐,2017/6/27 17:35,C,饮料,碳酸饮料
39.6,180g统一满汉全席台式半筋半肉牛肉面,2017/6/27 17:38,C,非饮料,方便速食
3.0,85g新麦潮北海道吐司,2017/6/27 17:53,C,非饮料,饼干糕点
4.5,40g上好佳田园薯片番茄味,2017/6/27 18:07,C,非饮料,膨化食品
2.5,250ml维他椰子味豆奶7716,2017/6/27 20:31,C,饮料,植物蛋白
8.0,80g四洲粟一烧烧烤味,2017/6/27 20:51,C,非饮料,膨化食品
4.5,40g上好佳日式鱼果,2017/6/27 22:00,C,非饮料,膨化食品
4.5,营养快线,2017/6/27 22:12,C,饮料,乳制品
4.5,营养快线,2017/6/27 22:13,C,饮料,乳制品
3.0,雪碧最新款,2017/6/27 23:30,C,饮料,碳酸饮料
4.5,40g呀土豆番茄酱味,2017/6/27 23:42,C,非饮料,膨化食品
2.5,伊利优酸乳,2017/6/27 23:51,C,饮料,乳制品
8.0,80g四洲粟一烧烧烤味,2017/6/28 00:26,C,非饮料,膨化食品
1.5,12g劲仔小鱼卤香味,2017/6/28 02:20,C,非饮料,肉干/豆制品/蛋
4.5,55g奥利奥原味夹心饼干,2017/6/28 02:24,C,非饮料,饼干糕点
0.8,20g咪咪虾条马来西亚风味,2017/6/28 04:00,C,非饮料,膨化食品
1.5,40g双汇玉米热狗肠,2017/6/28 04:42,C,非饮料,肉干/豆制品/蛋
3.6,32g卫龙亲嘴烧,2017/6/28 07:37,C,非饮料,肉干/豆制品/蛋
8.0,乐事薯片（黄瓜味）,2017/6/28 08:03,C,非饮料,膨化食品
4.0,150g健能酸奶原味,2017/6/28 08:57,C,饮料,乳制品
6.0,370g泰奇八宝粥,2017/6/28 09:20,C,非饮料,方便速食
5.0,营养快线,2017/6/28 09:20,C,饮料,乳制品
10.0,湘潭铺子(羽泉版),2017/6/28 09:35,C,非饮料,蜜饯/果干
3.0,怡宝纯净水,2017/6/28 10:16,C,饮料,水
3.0,58g丽芝士纳宝帝奶酪威化饼干,2017/6/28 10:27,C,非饮料,饼干糕点
3.0,13g无穷烤鸡小腿蜂蜜味,2017/6/28 10:28,C,非饮料,肉干/豆制品/蛋
15.0,口味王槟榔（红）,2017/6/28 10:51,C,非饮料,蜜饯/果干
4.5,250ml燕塘甜牛奶,2017/6/28 11:47,C,饮料,乳制品
3.0,250ml维他柠檬茶,2017/6/28 12:00,C,饮料,茶饮料
4.0,王老吉（500ml）,2017/6/28 12:03,C,饮料,茶饮料
2.5,145ml旺仔牛奶盒装,2017/6/28 13:41,C,饮料,乳制品
10.0,湘潭铺子(羽泉版),2017/6/28 13:41,C,非饮料,蜜饯/果干
4.0,银鹭八宝粥,2017/6/28 13:44,C,饮料,方便速食
2.0,75g新麦潮天然酵母面包（北海道牛奶风味）,2017/6/28 13:53,C,非饮料,饼干糕点
2.4,20g马来西亚风味咪咪蟹味粒0219,2017/6/28 14:16,C,非饮料,膨化食品
6.5,250ml红牛,2017/6/28 14:32,C,饮料,功能饮料
4.0,雪碧（500ml）,2017/6/28 14:32,C,饮料,碳酸饮料
4.5,68g好丽友巧克力派2枚,2017/6/28 15:15,C,非饮料,饼干糕点
2.5,芬达330ml,2017/6/28 16:04,C,饮料,碳酸饮料
4.5,78g卫龙亲嘴语辣条,2017/6/28 16:10,C,非饮料,肉干/豆制品/蛋
3.5,东鹏特饮,2017/6/28 16:10,C,饮料,功能饮料
5.0,脉动,2017/6/28 16:19,C,饮料,功能饮料
4.5,脉动,2017/6/28 16:25,C,饮料,功能饮料
3.0,250ml维他柠檬茶,2017/6/28 16:31,C,饮料,茶饮料
5.0,好吃点,2017/6/28 16:31,C,非饮料,饼干糕点
3.0,250ml维他柠檬茶,2017/6/28 16:48,C,饮料,茶饮料
3.0,怡宝纯净水,2017/6/28 16:48,C,饮料,水
1.5,12g劲仔小鱼麻辣味,2017/6/28 16:54,C,非饮料,肉干/豆制品/蛋
6.0,86g合味道海鲜风味,2017/6/28 17:12,C,非饮料,方便速食
2.0,85g新麦潮手撕面包（提子味）,2017/6/28 17:15,C,非饮料,饼干糕点
1.5,鸭翅,2017/6/28 17:17,C,非饮料,肉干/豆制品/蛋
3.0,伊利纯牛奶,2017/6/28 17:43,C,饮料,乳制品
1.5,鸭翅,2017/6/28 17:45,C,非饮料,肉干/豆制品/蛋
3.0,250ml维他柠檬茶,2017/6/28 17:55,C,饮料,茶饮料
2.5,30g无穷农场盐_鸡蛋,2017/6/28 18:00,C,非饮料,肉干/豆制品/蛋
3.0,怡宝纯净水,2017/6/28 18:35,C,饮料,水
2.0,85g新麦潮北海道吐司,2017/6/28 18:44,C,非饮料,饼干糕点
4.0,500ml加多宝,2017/6/28 19:49,C,饮料,茶饮料
1.5,40g双汇玉米热狗肠,2017/6/28 20:05,C,非饮料,肉干/豆制品/蛋
6.5,430g泰奇八宝粥,2017/6/28 20:09,C,非饮料,方便速食
2.5,可口可乐330ml,2017/6/28 21:05,C,饮料,碳酸饮料
1.5,40g双汇玉米热狗肠,2017/6/28 21:22,C,非饮料,肉干/豆制品/蛋
3.0,250ml维他原味豆奶,2017/6/28 21:24,C,饮料,植物蛋白
3.0,怡宝纯净水,2017/6/28 21:28,C,饮料,水
4.0,250ml燕塘甜牛奶,2017/6/28 21:36,C,饮料,乳制品
2.5,30g无穷农场盐_鸡蛋,2017/6/28 21:49,C,非饮料,肉干/豆制品/蛋
3.0,250ml维他奶低糖原味,2017/6/28 21:51,C,饮料,植物蛋白
4.5,40g双汇玉米热狗肠,2017/6/28 21:55,C,非饮料,肉干/豆制品/蛋
6.0,86g合味道海鲜风味,2017/6/28 23:13,C,非饮料,方便速食
8.5,225g味之不规则饼干芝士味,2017/6/28 23:19,C,非饮料,饼干糕点
5.0,110g顺宝九制话梅,2017/6/28 23:26,C,非饮料,蜜饯/果干
3.5,统一冰红茶,2017/6/28 23:28,C,饮料,茶饮料
3.5,统一冰红茶,2017/6/28 23:29,C,饮料,茶饮料
4.5,600ml脉动青柠,2017/6/29 01:27,C,饮料,功能饮料
3.0,40g双汇玉米热狗肠,2017/6/29 02:06,C,非饮料,肉干/豆制品/蛋
8.0,80g四洲粟一烧烧烤味,2017/6/29 03:42,C,非饮料,膨化食品
4.0,美汁源果粒橙,2017/6/29 03:43,C,饮料,果蔬饮料
1.6,2g韩国海牌海苔,2017/6/29 04:01,C,非饮料,海味零食
3.0,58g丽芝士纳宝帝奶酪威化饼干,2017/6/29 04:05,C,非饮料,饼干糕点
1.5,劲仔小鱼（麻辣味）,2017/6/29 07:41,C,非饮料,肉干/豆制品/蛋
36.0,260g马来西亚进口茱蒂丝口口香饼干,2017/6/29 08:03,C,非饮料,饼干糕点
4.5,250ml燕塘甜牛奶,2017/6/29 08:18,C,饮料,乳制品
3.0,怡宝纯净水,2017/6/29 08:29,C,饮料,水
10.0,37.5g费列罗榛果威化巧克力3颗,2017/6/29 10:04,C,非饮料,糖果/巧克力
3.0,145ml旺仔牛奶罐装,2017/6/29 10:22,C,饮料,乳制品
4.5,250ml燕塘红枣牛奶,2017/6/29 11:40,C,饮料,乳制品
4.5,250ml燕塘原味酸奶,2017/6/29 11:48,C,饮料,乳制品
4.5,55g奥利奥原味夹心饼干,2017/6/29 11:59,C,非饮料,饼干糕点
6.5,148g富甲一方紫薯仔,2017/6/29 12:10,C,非饮料,蜜饯/果干
4.0,银鹭八宝粥,2017/6/29 12:12,C,饮料,方便速食
3.0,250ml维他奶巧克力味,2017/6/29 12:16,C,饮料,植物蛋白
4.5,55g奥利奥原味夹心饼干,2017/6/29 12:19,C,非饮料,饼干糕点
0.8,20g咪咪虾条马来西亚风味,2017/6/29 13:37,C,非饮料,膨化食品
3.0,雪碧最新款,2017/6/29 13:37,C,饮料,碳酸饮料
4.0,统一绿茶,2017/6/29 13:41,C,饮料,茶饮料
4.0,银鹭八宝粥,2017/6/29 14:58,C,饮料,方便速食
4.0,55g奥利奥原味芝士饼干,2017/6/29 15:20,C,非饮料,饼干糕点
3.5,可口可乐330ml,2017/6/29 16:26,C,饮料,碳酸饮料
3.0,250ml维他奶巧克力味,2017/6/29 16:50,C,饮料,植物蛋白
4.5,250ml燕塘红枣牛奶,2017/6/29 16:57,C,饮料,乳制品
2.5,芬达330ml,2017/6/29 17:23,C,饮料,碳酸饮料
1.6,20g马来西亚风味咪咪蟹味粒0219,2017/6/29 17:47,C,非饮料,膨化食品
6.0,13g无穷烤鸡小腿蜂蜜味,2017/6/29 17:48,C,非饮料,肉干/豆制品/蛋
5.5,统一来一桶香辣老坛酸菜牛肉面,2017/6/29 18:03,C,非饮料,方便速食
3.0,怡宝纯净水,2017/6/29 18:05,C,饮料,水
5.0,营养快线,2017/6/29 18:17,C,饮料,乳制品
3.5,王老吉（罐）,2017/6/29 18:24,C,饮料,茶饮料
4.0,银鹭八宝粥,2017/6/29 18:26,C,饮料,方便速食
8.0,160g盼盼手撕面包,2017/6/29 18:45,C,非饮料,饼干糕点
4.0,王老吉（罐）,2017/6/29 19:45,C,饮料,茶饮料
1.5,40g双汇玉米热狗肠,2017/6/29 19:51,C,非饮料,肉干/豆制品/蛋
8.0,乐事薯片（黄瓜味）,2017/6/29 19:58,C,非饮料,膨化食品
5.5,205g伊利安慕希原味,2017/6/29 20:55,C,饮料,乳制品
6.0,330ml伊利畅意乳酸菌原味,2017/6/29 21:12,C,饮料,乳制品
3.0,卫龙大面筋,2017/6/29 21:31,C,非饮料,肉干/豆制品/蛋
3.0,雪碧最新款,2017/6/29 21:55,C,饮料,碳酸饮料
8.0,越南LIPO奶味面包干100g,2017/6/29 22:09,C,非饮料,饼干糕点
2.0,85g新麦潮北海道吐司,2017/6/29 22:20,C,非饮料,饼干糕点
4.0,阿萨姆奶茶,2017/6/29 22:20,C,饮料,茶饮料
4.5,65g卫龙亲嘴豆皮,2017/6/29 22:43,C,非饮料,肉干/豆制品/蛋
3.0,250ml维他柠檬茶,2017/6/29 22:47,C,饮料,茶饮料
5.0,脉动,2017/6/29 22:47,C,饮料,功能饮料
4.5,52g旺旺仙贝,2017/6/29 22:51,C,非饮料,膨化食品
4.0,85g新麦潮北海道吐司,2017/6/29 22:52,C,非饮料,饼干糕点
2.5,250ml统一麦香奶茶,2017/6/29 23:21,C,饮料,茶饮料
4.0,日式鱼果,2017/6/30 00:00,C,非饮料,膨化食品
1.8,32g卫龙亲嘴烧,2017/6/30 00:26,C,非饮料,肉干/豆制品/蛋
6.0,红牛,2017/6/30 00:26,C,饮料,功能饮料
10.0,口味王槟榔（绿）,2017/6/30 00:57,C,非饮料,蜜饯/果干
2.0,怡宝纯净水,2017/6/30 02:30,C,饮料,水
3.0,维他奶,2017/6/30 03:01,C,饮料,植物蛋白
3.0,58g丽芝士纳宝帝奶酪威化饼干,2017/6/30 03:27,C,非饮料,饼干糕点
0.8,20g咪咪虾条马来西亚风味,2017/6/30 03:28,C,非饮料,膨化食品
3.5,东鹏特饮,2017/6/30 03:41,C,饮料,功能饮料
4.0,脉动,2017/6/30 03:47,C,饮料,功能饮料
3.5,东鹏特饮,2017/6/30 04:05,C,饮料,功能饮料
6.0,红牛,2017/6/30 04:09,C,饮料,功能饮料
6.0,红牛,2017/6/30 04:11,C,饮料,功能饮料
2.5,可口可乐330ml,2017/6/30 04:12,C,饮料,碳酸饮料
3.0,40g双汇玉米热狗肠,2017/6/30 04:26,C,非饮料,肉干/豆制品/蛋
2.5,30g无穷农场盐_鸡蛋,2017/6/30 05:01,C,非饮料,肉干/豆制品/蛋
4.0,统一绿茶,2017/6/30 05:18,C,饮料,茶饮料
2.5,30g无穷农场盐_鸡蛋,2017/6/30 06:02,C,非饮料,肉干/豆制品/蛋
3.0,统一绿茶,2017/6/30 06:02,C,饮料,茶饮料
1.5,12g劲仔小鱼卤香味,2017/6/30 06:15,C,非饮料,肉干/豆制品/蛋
5.0,王老吉（500ml）,2017/6/30 06:15,C,饮料,茶饮料
0.8,20g咪咪虾条马来西亚风味,2017/6/30 07:30,C,非饮料,膨化食品
5.0,营养快线,2017/6/30 07:36,C,饮料,乳制品
1.6,20g咪咪虾条马来西亚风味,2017/6/30 07:37,C,非饮料,膨化食品
4.0,统一冰红茶,2017/6/30 07:37,C,饮料,茶饮料
2.0,怡宝纯净水,2017/6/30 07:41,C,饮料,水
5.0,营养快线,2017/6/30 08:11,C,饮料,乳制品
1.0,手撕素肉排,2017/6/30 08:15,C,非饮料,肉干/豆制品/蛋
2.0,75g新麦潮天然酵母面包（北海道牛奶风味）,2017/6/30 08:36,C,非饮料,饼干糕点
4.0,统一冰红茶,2017/6/30 08:36,C,饮料,茶饮料
0.8,20g咪咪虾条马来西亚风味,2017/6/30 08:53,C,非饮料,膨化食品
5.0,王老吉（500ml）,2017/6/30 08:53,C,饮料,茶饮料
3.5,芬达330ml,2017/6/30 08:57,C,饮料,碳酸饮料
2.5,统一冰红茶,2017/6/30 08:59,C,饮料,茶饮料
3.0,12g劲仔小鱼麻辣味,2017/6/30 09:02,C,非饮料,肉干/豆制品/蛋
5.0,脉动,2017/6/30 09:14,C,饮料,功能饮料
3.0,统一冰红茶,2017/6/30 09:27,C,饮料,茶饮料
5.0,脉动,2017/6/30 09:42,C,饮料,功能饮料
3.5,芬达330ml,2017/6/30 10:05,C,饮料,碳酸饮料
2.5,250ml维他奶巧克力味,2017/6/30 10:06,C,饮料,植物蛋白
4.0,统一绿茶,2017/6/30 10:06,C,饮料,茶饮料
4.5,52g旺旺仙贝,2017/6/30 10:22,C,非饮料,膨化食品
1.6,咪咪虾条马来西亚风味,2017/6/30 10:23,C,非饮料,膨化食品
2.0,怡宝纯净水,2017/6/30 10:26,C,饮料,水
3.5,可乐可乐,2017/6/30 10:32,C,饮料,碳酸饮料
2.5,30g无穷农场盐_鸡蛋,2017/6/30 11:06,C,非饮料,肉干/豆制品/蛋
4.0,55g奥利奥原味芝士饼干,2017/6/30 12:00,C,非饮料,饼干糕点
3.0,统一冰红茶,2017/6/30 12:05,C,饮料,茶饮料
3.5,600ml雪碧,2017/6/30 12:06,C,饮料,碳酸饮料
3.5,统一冰红茶,2017/6/30 12:07,C,饮料,茶饮料
4.8,150抽诗竹竹纤维面巾纸,2017/6/30 12:11,C,非饮料,纸巾
4.5,阿萨姆奶茶,2017/6/30 12:11,C,饮料,茶饮料
10.0,口味王槟榔（绿色）,2017/6/30 12:15,C,非饮料,蜜饯/果干
2.0,怡宝纯净水,2017/6/30 12:20,C,饮料,水
3.0,雪碧（500ml）,2017/6/30 12:26,C,饮料,碳酸饮料
2.0,鸭翅,2017/6/30 12:28,C,非饮料,肉干/豆制品/蛋
12.0,250ml维他椰子植物蛋白饮料,2017/6/30 13:26,C,饮料,植物蛋白
3.0,250ml维他原味豆奶,2017/6/30 13:28,C,饮料,植物蛋白
3.5,可乐可乐,2017/6/30 13:56,C,饮料,碳酸饮料
7.5,雀巢咖啡,2017/6/30 14:00,C,饮料,咖啡
2.5,可口可乐330ml,2017/6/30 14:14,C,饮料,碳酸饮料
3.5,东鹏特饮,2017/6/30 14:23,C,饮料,功能饮料
4.5,68g好丽友巧克力派2枚,2017/6/30 14:24,C,非饮料,饼干糕点
2.5,250ml维他椰子味豆奶7716,2017/6/30 14:39,C,饮料,植物蛋白
3.5,统一冰红茶,2017/6/30 14:39,C,饮料,茶饮料
4.0,王老吉（罐）,2017/6/30 14:46,C,饮料,茶饮料
3.5,维他柠檬茶,2017/6/30 14:48,C,饮料,茶饮料
4.0,果粒橙,2017/6/30 14:49,C,饮料,果蔬饮料
2.0,劲仔小鱼（卤香味）,2017/6/30 14:57,C,非饮料,肉干/豆制品/蛋
2.0,145ml旺仔牛奶盒装,2017/6/30 15:00,C,饮料,乳制品
6.5,70g乐事薯片黄瓜味,2017/6/30 15:01,C,非饮料,膨化食品
4.0,王老吉（罐）,2017/6/30 15:02,C,饮料,茶饮料
1.8,32g卫龙亲嘴烧,2017/6/30 15:27,C,非饮料,肉干/豆制品/蛋
1.5,鸭翅,2017/6/30 15:27,C,非饮料,肉干/豆制品/蛋
3.0,250ml维他奶低糖原味,2017/6/30 15:38,C,饮料,植物蛋白
3.5,芬达330ml,2017/6/30 15:53,C,饮料,碳酸饮料
2.5,250ml王老吉盒装,2017/6/30 15:58,C,饮料,茶饮料
3.0,伊利优酸乳,2017/6/30 15:58,C,饮料,乳制品
5.0,85g统一老坛酸菜牛肉面,2017/6/30 16:33,C,非饮料,方便速食
3.0,统一冰红茶,2017/6/30 16:33,C,饮料,茶饮料
3.5,芬达330ml,2017/6/30 16:39,C,饮料,碳酸饮料
4.0,脉动,2017/6/30 17:27,C,饮料,功能饮料
1.0,劲仔小鱼（卤香味）,2017/6/30 17:35,C,非饮料,肉干/豆制品/蛋
3.5,85g新麦潮手撕面包（提子味）,2017/6/30 17:36,C,非饮料,饼干糕点
2.5,30g无穷农场盐_鸡蛋,2017/6/30 17:40,C,非饮料,肉干/豆制品/蛋
6.0,红牛,2017/6/30 17:45,C,饮料,功能饮料
6.5,250ml红牛,2017/6/30 17:52,C,饮料,功能饮料
4.5,营养快线,2017/6/30 17:52,C,饮料,乳制品
10.0,湘潭铺子(羽泉版),2017/6/30 17:55,C,非饮料,蜜饯/果干
6.0,红牛,2017/6/30 17:56,C,饮料,功能饮料
2.0,85g新麦潮北海道吐司,2017/6/30 17:58,C,非饮料,饼干糕点
4.0,85g新麦潮北海道吐司,2017/6/30 17:59,C,非饮料,饼干糕点
10.0,湘潭铺子(羽泉版),2017/6/30 17:59,C,非饮料,蜜饯/果干
1.5,卫龙亲嘴烧红烧牛肉味,2017/6/30 18:01,C,非饮料,肉干/豆制品/蛋
1.0,小鱼仔,2017/6/30 18:01,C,非饮料,海味零食
6.5,250ml红牛,2017/6/30 18:22,C,饮料,功能饮料
2.5,145ml旺仔牛奶盒装,2017/6/30 18:56,C,饮料,乳制品
4.0,美汁源果粒橙,2017/6/30 20:32,C,饮料,果蔬饮料
3.0,雪碧（500ml）,2017/6/30 20:36,C,饮料,碳酸饮料
3.5,芬达330ml,2017/6/30 20:48,C,饮料,碳酸饮料
6.5,250ml红牛,2017/6/30 20:50,C,饮料,功能饮料
4.5,脉动,2017/6/30 20:50,C,饮料,功能饮料
7.5,雀巢咖啡,2017/6/30 20:50,C,饮料,咖啡
4.0,营养快线,2017/6/30 20:52,C,饮料,乳制品
4.0,营养快线,2017/6/30 20:53,C,饮料,乳制品
4.5,脉动,2017/6/30 21:07,C,饮料,功能饮料
4.5,250ml燕塘红枣牛奶,2017/6/30 21:10,C,饮料,乳制品
3.0,印尼芝士威化饼干,2017/6/30 21:12,C,非饮料,饼干糕点
2.5,无穷农场盐_鸡蛋,2017/6/30 21:35,C,非饮料,肉干/豆制品/蛋
4.0,阿萨姆奶茶,2017/6/30 21:39,C,饮料,茶饮料
4.5,50g上好佳田园薯片番茄味,2017/6/30 22:51,C,非饮料,膨化食品
3.2,咪咪虾条马来西亚风味,2017/6/30 22:56,C,非饮料,膨化食品
1.8,600ml雪碧,2017/6/30 22:59,C,饮料,碳酸饮料
18.0,260g马来西亚进口茱蒂丝口口香饼干,2017/6/30 23:13,C,非饮料,饼干糕点
3.0,12g劲仔小鱼麻辣味,2017/6/30 23:33,C,非饮料,肉干/豆制品/蛋
3.0,75g新麦潮天然酵母面包（北海道牛奶风味）,2017/6/30 23:33,C,非饮料,饼干糕点
3.0,怡宝纯净水,2017/6/30 23:33,C,饮料,水
2.5,芬达330ml,2017/6/30 23:55,C,饮料,碳酸饮料
3.6,32g卫龙亲嘴烧,2017/6/30 23:56,C,非饮料,肉干/豆制品/蛋
4.0,营养快线,2017/6/30 23:56,C,饮料,乳制品
2.5,芬达330ml,2017/6/30 23:57,C,饮料,碳酸饮料
3.0,怡宝纯净水,2017/7/1 00:08,C,饮料,水
5.0,500ml统一阿萨姆奶茶,2017/7/1 00:13,C,饮料,茶饮料
3.0,怡宝纯净水,2017/7/1 00:13,C,饮料,水
3.0,怡宝纯净水,2017/7/1 00:53,C,饮料,水
0.8,20g咪咪虾条马来西亚风味,2017/7/1 03:13,C,非饮料,膨化食品
3.0,怡宝纯净水,2017/7/1 08:55,C,饮料,水
0.6,20g马来西亚风味咪咪蟹味粒0219,2017/7/1 09:05,C,非饮料,膨化食品
3.0,250ml维他柠檬茶,2017/7/1 09:05,C,饮料,茶饮料
4.0,雪碧（500ml）,2017/7/1 09:05,C,饮料,碳酸饮料
0.5,20g咪咪虾条马来西亚风味,2017/7/1 12:33,C,非饮料,膨化食品
4.5,250ml燕塘甜牛奶,2017/7/1 12:33,C,饮料,乳制品
4.5,脉动,2017/7/1 12:33,C,饮料,功能饮料
4.0,85g新麦潮北海道吐司,2017/7/1 12:59,C,非饮料,饼干糕点
3.0,怡宝纯净水,2017/7/1 12:59,C,饮料,水
4.5,40g上好佳田园薯片番茄味,2017/7/1 13:01,C,非饮料,膨化食品
0.5,20g咪咪虾条马来西亚风味,2017/7/1 13:03,C,非饮料,膨化食品
1.5,香豆干,2017/7/1 13:03,C,非饮料,肉干/豆制品/蛋
3.0,怡宝纯净水,2017/7/1 13:24,C,饮料,水
4.0,果粒橙,2017/7/1 13:35,C,饮料,果蔬饮料
3.5,500ml康师傅冰糖雪梨,2017/7/1 13:38,C,饮料,果蔬饮料
4.0,果粒橙,2017/7/1 13:38,C,饮料,果蔬饮料
3.0,怡宝纯净水,2017/7/1 13:55,C,饮料,水
1.0,香脆肠,2017/7/1 13:59,C,非饮料,肉干/豆制品/蛋
3.5,可口可乐330ml,2017/7/1 14:21,C,饮料,碳酸饮料
1.5,40g双汇玉米热狗肠,2017/7/1 14:34,C,非饮料,肉干/豆制品/蛋
5.0,脉动,2017/7/1 15:01,C,饮料,功能饮料
7.5,雀巢咖啡,2017/7/1 15:02,C,饮料,咖啡
3.0,怡宝纯净水,2017/7/1 15:18,C,饮料,水
4.5,80g香飘飘椰果奶茶麦香味,2017/7/1 15:39,C,饮料,茶饮料
3.0,怡宝纯净水,2017/7/1 15:43,C,饮料,水
4.0,阿萨姆奶茶,2017/7/1 15:47,C,饮料,茶饮料
4.0,果粒橙,2017/7/1 15:47,C,饮料,果蔬饮料
4.0,统一冰红茶,2017/7/1 15:50,C,饮料,茶饮料
3.5,维他柠檬茶,2017/7/1 15:51,C,饮料,茶饮料
5.0,脉动,2017/7/1 15:57,C,饮料,功能饮料
3.0,怡宝纯净水,2017/7/1 16:04,C,饮料,水
4.0,阿萨姆奶茶,2017/7/1 16:39,C,饮料,茶饮料
4.0,脉动,2017/7/1 17:17,C,饮料,功能饮料
4.0,脉动,2017/7/1 17:33,C,饮料,功能饮料
8.0,250ml维他椰子植物蛋白饮料,2017/7/1 19:10,C,饮料,植物蛋白
3.0,茉莉蜜茶,2017/7/1 19:15,C,饮料,茶饮料
4.0,统一绿茶,2017/7/1 19:31,C,饮料,茶饮料
