金额,商品,支付时间,地点,商品大类,商品二级类
1.5,12g劲仔小鱼卤香味,2017/3/30 21:29,E,非饮料,肉干/豆制品/蛋
5.5,70g乐事薯片（黄瓜味）,2017/3/30 21:32,E,非饮料,膨化食品
3.5,东鹏特饮,2017/3/30 22:20,E,饮料,功能饮料
5.5,205g伊利安慕希原味,2017/3/30 22:36,E,饮料,乳制品
5.5,500ML宝矿力,2017/3/30 23:38,E,饮料,功能饮料
3.5,东鹏特饮,2017/3/31 00:24,E,饮料,功能饮料
3.5,东鹏特饮,2017/3/31 00:27,E,饮料,功能饮料
5.5,85g统一老坛酸菜牛肉面,2017/3/31 00:36,E,非饮料,方便速食
4.0,阿萨姆奶茶,2017/3/31 01:16,E,饮料,茶饮料
5.5,330ml伊利畅意乳酸菌原味,2017/3/31 01:45,E,饮料,乳制品
3.5,东鹏特饮,2017/3/31 02:10,E,饮料,功能饮料
5.5,统一阿萨姆奶茶,2017/3/31 03:19,E,饮料,茶饮料
3.5,东鹏特饮,2017/3/31 04:07,E,饮料,功能饮料
5.5,500ML宝矿力,2017/3/31 07:56,E,饮料,功能饮料
5.5,330ml伊利畅意乳酸菌原味,2017/3/31 08:02,E,饮料,乳制品
5.5,205g伊利安慕希原味,2017/3/31 09:11,E,饮料,乳制品
3.0,可口可乐330ml,2017/3/31 10:00,E,饮料,碳酸饮料
1.0,12g劲仔小鱼麻辣味,2017/3/31 11:10,E,非饮料,肉干/豆制品/蛋
2.0,12g劲仔小鱼麻辣味,2017/3/31 11:11,E,非饮料,肉干/豆制品/蛋
3.0,雪碧最新款,2017/3/31 11:32,E,饮料,碳酸饮料
6.0,86g合味道海鲜风味,2017/3/31 12:21,E,非饮料,方便速食
3.0,12g劲仔小鱼麻辣味,2017/3/31 13:03,E,非饮料,肉干/豆制品/蛋
6.0,86g合味道海鲜风味,2017/3/31 13:24,E,非饮料,方便速食
4.0,阿萨姆奶茶,2017/3/31 14:14,E,饮料,茶饮料
1.5,12g劲仔小鱼麻辣味,2017/3/31 14:24,E,非饮料,肉干/豆制品/蛋
4.0,阿萨姆奶茶,2017/3/31 14:50,E,饮料,茶饮料
4.8,诗竹竹纤维面巾纸,2017/3/31 14:50,E,非饮料,纸巾
6.0,86g合味道浓猪骨味,2017/3/31 14:51,E,非饮料,方便速食
4.0,阿萨姆奶茶,2017/3/31 14:52,E,饮料,茶饮料
2.0,12g劲仔小鱼麻辣味,2017/3/31 15:03,E,非饮料,肉干/豆制品/蛋
1.0,12g劲仔小鱼麻辣味,2017/3/31 15:15,E,非饮料,肉干/豆制品/蛋
3.0,12g劲仔小鱼麻辣味,2017/3/31 15:16,E,非饮料,肉干/豆制品/蛋
3.0,12g劲仔小鱼麻辣味,2017/3/31 15:17,E,非饮料,肉干/豆制品/蛋
1.5,12g劲仔小鱼麻辣味,2017/3/31 15:27,E,非饮料,肉干/豆制品/蛋
1.5,12g劲仔小鱼麻辣味,2017/3/31 15:29,E,非饮料,肉干/豆制品/蛋
1.0,12g劲仔小鱼麻辣味,2017/3/31 15:56,E,非饮料,肉干/豆制品/蛋
1.0,12g劲仔小鱼麻辣味,2017/3/31 15:57,E,非饮料,肉干/豆制品/蛋
4.0,脉动,2017/3/31 15:58,E,饮料,功能饮料
1.5,12g劲仔小鱼麻辣味,2017/3/31 16:01,E,非饮料,肉干/豆制品/蛋
7.0,130g果王玉带蚕豆,2017/3/31 17:08,E,非饮料,坚果炒货
7.0,130g果王玉带蚕豆,2017/3/31 17:12,E,非饮料,坚果炒货
7.0,130g果王玉带蚕豆,2017/3/31 17:13,E,非饮料,坚果炒货
6.0,86g合味道海鲜风味,2017/3/31 23:10,E,非饮料,方便速食
6.0,86g合味道海鲜风味,2017/3/31 23:19,E,非饮料,方便速食
6.0,13g无穷烤鸡小腿蜂蜜味,2017/3/31 23:27,E,非饮料,肉干/豆制品/蛋
6.0,86g合味道海鲜风味,2017/3/31 23:36,E,非饮料,方便速食
4.0,营养快线,2017/4/1 12:05,E,饮料,乳制品
4.0,营养快线,2017/4/1 12:25,E,饮料,乳制品
5.4,32g卫龙亲嘴烧红烧牛肉味,2017/4/1 12:29,E,非饮料,肉干/豆制品/蛋
10.0,湘潭铺子(羽泉版),2017/4/1 12:32,E,非饮料,蜜饯/果干
3.2,2g韩国海牌海苔,2017/4/1 12:33,E,非饮料,海味零食
3.5,500ml康师傅冰糖雪梨,2017/4/1 12:33,E,饮料,果蔬饮料
2.0,5片装益达绿箭口香糖,2017/4/1 12:33,E,非饮料,糖果/巧克力
3.2,韩国海牌海苔,2017/4/1 12:33,E,非饮料,海味零食
10.0,湘潭铺子(羽泉版),2017/4/1 12:33,E,非饮料,蜜饯/果干
12.5,100g*5瓶益力多,2017/4/1 12:35,E,饮料,乳制品
4.0,王老吉（罐）,2017/4/1 12:35,E,饮料,茶饮料
10.0,口味王槟榔（绿）,2017/4/1 12:36,E,非饮料,蜜饯/果干
4.5,250ml燕塘红枣牛奶,2017/4/1 13:00,E,饮料,乳制品
3.0,卫龙大面筋,2017/4/1 13:00,E,非饮料,肉干/豆制品/蛋
5.0,85g统一老坛酸菜牛肉面,2017/4/1 13:28,E,非饮料,方便速食
5.0,85g统一老坛酸菜牛肉面,2017/4/1 14:37,E,非饮料,方便速食
5.0,220g宝丰龙龟苓膏,2017/4/1 14:57,E,非饮料,果冻/龟苓膏
3.0,250ml维他柠檬茶,2017/4/1 15:24,E,饮料,茶饮料
3.0,统一冰红茶,2017/4/1 15:24,E,饮料,茶饮料
3.0,雪碧（500ml）,2017/4/1 15:39,E,饮料,碳酸饮料
1.0,香豆干,2017/4/1 15:46,E,非饮料,肉干/豆制品/蛋
3.5,东鹏特饮,2017/4/1 15:50,E,饮料,功能饮料
5.0,110g顺宝九制话梅,2017/4/1 15:51,E,非饮料,蜜饯/果干
5.0,220g宝丰龙龟苓膏,2017/4/1 15:57,E,非饮料,果冻/龟苓膏
3.5,东鹏特饮,2017/4/1 16:33,E,饮料,功能饮料
4.0,阿萨姆奶茶,2017/4/1 16:34,E,饮料,茶饮料
5.0,48g好丽友薯愿香烤原味,2017/4/1 16:46,E,非饮料,膨化食品
4.0,脉动,2017/4/1 16:48,E,饮料,功能饮料
4.5,78g卫龙亲嘴语辣条,2017/4/1 16:49,E,非饮料,肉干/豆制品/蛋
5.0,268ml雀巢咖啡丝滑拿铁,2017/4/1 16:52,E,饮料,咖啡
3.0,统一冰红茶,2017/4/1 17:16,E,饮料,茶饮料
3.0,雪碧最新款,2017/4/1 17:25,E,饮料,碳酸饮料
4.0,脉动,2017/4/1 17:32,E,饮料,功能饮料
5.0,85g统一老坛酸菜牛肉面,2017/4/1 17:35,E,非饮料,方便速食
5.0,600ml脉动青柠,2017/4/1 17:50,E,饮料,功能饮料
3.0,250ml维他原味豆奶,2017/4/1 17:52,E,饮料,植物蛋白
3.0,统一绿茶,2017/4/1 17:52,E,饮料,茶饮料
2.5,30g无穷农场盐_鸡蛋,2017/4/1 18:10,E,非饮料,肉干/豆制品/蛋
3.5,可口可乐（500ml）,2017/4/1 18:58,E,饮料,碳酸饮料
4.5,250ml燕塘红枣牛奶,2017/4/1 20:44,E,饮料,乳制品
7.5,雀巢咖啡,2017/4/1 21:26,E,饮料,咖啡
1.8,32g卫龙亲嘴烧红烧牛肉味,2017/4/1 21:27,E,非饮料,肉干/豆制品/蛋
2.0,双汇玉米热狗肠,2017/4/1 23:21,E,非饮料,肉干/豆制品/蛋
7.5,雀巢咖啡,2017/4/1 23:22,E,饮料,咖啡
3.5,统一冰红茶,2017/4/2 09:11,E,饮料,茶饮料
4.0,220g宝丰龙龟苓膏,2017/4/2 11:42,E,非饮料,果冻/龟苓膏
2.5,无穷农场盐_鸡蛋,2017/4/2 13:35,E,非饮料,肉干/豆制品/蛋
4.5,12g劲仔小鱼卤香味,2017/4/2 13:58,E,非饮料,肉干/豆制品/蛋
3.0,熊字饼,2017/4/2 16:57,E,非饮料,饼干糕点
3.0,75g新麦潮天然酵母面包（北海道牛奶风味）,2017/4/2 16:58,E,非饮料,饼干糕点
3.5,王老吉（罐）,2017/4/2 19:02,E,饮料,茶饮料
7.0,优益C活菌型乳酸菌饮品,2017/4/2 19:02,E,饮料,乳制品
4.0,营养快线,2017/4/2 20:21,E,饮料,乳制品
3.0,维他奶,2017/4/2 21:18,E,饮料,植物蛋白
4.5,68g好丽友巧克力派2枚,2017/4/2 21:21,E,非饮料,饼干糕点
3.2,20g咪咪虾条马来西亚风味,2017/4/2 23:01,E,非饮料,膨化食品
1.0,香豆干,2017/4/3 11:55,E,非饮料,肉干/豆制品/蛋
3.0,75g新麦潮天然酵母面包（北海道牛奶风味）,2017/4/3 14:08,E,非饮料,饼干糕点
5.0,脉动,2017/4/3 14:08,E,饮料,功能饮料
4.0,王老吉（500ml）,2017/4/3 14:39,E,饮料,茶饮料
1.5,40g双汇玉米热狗肠,2017/4/3 14:41,E,非饮料,肉干/豆制品/蛋
3.5,维他奶（巧克力味）,2017/4/3 15:55,E,饮料,植物蛋白
4.5,68g好丽友巧克力派2枚,2017/4/3 16:21,E,非饮料,饼干糕点
4.0,统一冰红茶,2017/4/3 16:54,E,饮料,茶饮料
4.5,250ml燕塘原味酸奶,2017/4/3 18:44,E,饮料,乳制品
4.5,500ml加多宝,2017/4/3 19:23,E,饮料,茶饮料
4.0,营养快线,2017/4/3 20:15,E,饮料,乳制品
2.0,怡宝纯净水,2017/4/3 20:30,E,饮料,水
1.5,鸭翅,2017/4/3 20:34,E,非饮料,肉干/豆制品/蛋
4.5,52g旺旺仙贝,2017/4/3 20:42,E,非饮料,膨化食品
4.0,银鹭八宝粥,2017/4/4 00:42,E,饮料,方便速食
4.0,220g宝丰龙龟苓膏绿豆味,2017/4/4 04:35,E,非饮料,果冻/龟苓膏
4.0,营养快线,2017/4/4 09:11,E,饮料,乳制品
3.0,可口可乐330ml,2017/4/4 11:28,E,饮料,碳酸饮料
4.0,营养快线,2017/4/4 12:03,E,饮料,乳制品
3.0,13g无穷烤鸡小腿蜂蜜味,2017/4/4 12:13,E,非饮料,肉干/豆制品/蛋
3.5,东鹏特饮,2017/4/4 14:35,E,饮料,功能饮料
2.5,250ml统一麦香奶茶,2017/4/4 22:33,E,饮料,茶饮料
6.5,91g徐福记凤梨酥,2017/4/5 09:37,E,非饮料,饼干糕点
0.8,20g咪咪虾条马来西亚风味,2017/4/5 15:25,E,非饮料,膨化食品
4.5,65g卫龙亲嘴豆皮,2017/4/5 15:32,E,非饮料,肉干/豆制品/蛋
4.0,统一冰红茶,2017/4/5 15:54,E,饮料,茶饮料
4.0,营养快线,2017/4/5 16:22,E,饮料,乳制品
3.5,东鹏特饮,2017/4/5 19:16,E,饮料,功能饮料
4.5,40g呀土豆番茄酱味,2017/4/5 19:51,E,非饮料,膨化食品
3.5,东鹏特饮,2017/4/6 07:53,E,饮料,功能饮料
1.5,鸭翅,2017/4/6 08:20,E,非饮料,肉干/豆制品/蛋
3.5,东鹏特饮,2017/4/6 12:03,E,饮料,功能饮料
4.0,75g新麦潮天然酵母面包（北海道牛奶风味）,2017/4/6 12:20,E,非饮料,饼干糕点
4.0,统一冰红茶,2017/4/6 12:20,E,饮料,茶饮料
3.0,冰糖雪梨,2017/4/6 15:53,E,饮料,果蔬饮料
3.5,王老吉（罐）,2017/4/6 16:10,E,饮料,茶饮料
2.0,怡宝,2017/4/6 16:13,E,饮料,水
3.0,卫龙大面筋,2017/4/6 16:17,E,非饮料,肉干/豆制品/蛋
1.8,600ml雪碧,2017/4/6 17:49,E,饮料,碳酸饮料
4.0,王老吉（罐）,2017/4/6 17:49,E,饮料,茶饮料
1.5,鸭翅,2017/4/6 18:29,E,非饮料,肉干/豆制品/蛋
3.5,东鹏特饮,2017/4/6 18:37,E,饮料,功能饮料
3.5,王老吉（罐）,2017/4/6 18:42,E,饮料,茶饮料
3.0,维他奶,2017/4/6 18:43,E,饮料,植物蛋白
4.0,王老吉（500ml）,2017/4/6 21:36,E,饮料,茶饮料
4.0,王老吉（500ml）,2017/4/7 09:05,E,饮料,茶饮料
1.5,鸭翅,2017/4/7 12:22,E,非饮料,肉干/豆制品/蛋
2.0,怡宝,2017/4/7 16:15,E,饮料,水
2.0,怡宝纯净水,2017/4/7 18:16,E,饮料,水
4.0,阿萨姆奶茶,2017/4/8 08:57,E,饮料,茶饮料
4.5,52g旺旺仙贝,2017/4/8 09:12,E,非饮料,膨化食品
6.0,红牛,2017/4/8 09:47,E,饮料,功能饮料
4.5,55g奥利奥原味夹心饼干,2017/4/8 11:55,E,非饮料,饼干糕点
4.0,阿萨姆奶茶,2017/4/8 12:01,E,饮料,茶饮料
4.5,王老吉（500ml）,2017/4/8 12:02,E,饮料,茶饮料
4.5,250ml燕塘甜牛奶,2017/4/8 12:09,E,饮料,乳制品
1.2,康师傅矿泉水,2017/4/8 12:09,E,饮料,水
1.5,鸭翅,2017/4/8 12:13,E,非饮料,肉干/豆制品/蛋
4.5,阿萨姆奶茶,2017/4/8 12:16,E,饮料,茶饮料
3.0,伊利纯牛奶,2017/4/8 12:31,E,饮料,乳制品
1.0,香豆干,2017/4/8 15:20,E,非饮料,肉干/豆制品/蛋
1.0,香豆干,2017/4/8 15:24,E,非饮料,肉干/豆制品/蛋
3.0,伊利纯牛奶,2017/4/8 15:55,E,饮料,乳制品
3.5,东鹏特饮,2017/4/8 17:06,E,饮料,功能饮料
3.5,东鹏特饮,2017/4/8 17:44,E,饮料,功能饮料
3.0,统一绿茶,2017/4/8 18:08,E,饮料,茶饮料
5.0,145ml旺仔牛奶盒装,2017/4/8 19:54,E,饮料,乳制品
3.5,统一冰红茶,2017/4/8 19:54,E,饮料,茶饮料
4.0,阿萨姆奶茶,2017/4/8 20:16,E,饮料,茶饮料
3.0,13g无穷烤鸡小腿蜂蜜味,2017/4/8 20:37,E,非饮料,肉干/豆制品/蛋
1.5,鸭翅,2017/4/9 05:11,E,非饮料,肉干/豆制品/蛋
4.0,银鹭八宝粥,2017/4/9 08:57,E,饮料,方便速食
3.0,统一冰红茶,2017/4/9 09:56,E,饮料,茶饮料
3.0,卫龙大面筋,2017/4/9 13:15,E,非饮料,肉干/豆制品/蛋
4.5,燕塘原味酸奶,2017/4/9 13:36,E,饮料,乳制品
3.0,统一冰红茶,2017/4/9 14:21,E,饮料,茶饮料
3.0,40g双汇玉米热狗肠,2017/4/9 15:55,E,非饮料,肉干/豆制品/蛋
3.0,可口可乐330ml,2017/4/9 16:26,E,饮料,碳酸饮料
3.0,熊字饼,2017/4/9 16:28,E,非饮料,饼干糕点
5.0,小茗同学,2017/4/9 16:36,E,饮料,茶饮料
2.5,13g无穷烤鸡小腿蜂蜜味,2017/4/9 18:43,E,非饮料,肉干/豆制品/蛋
3.0,维他奶,2017/4/9 20:40,E,饮料,植物蛋白
1.0,12g劲仔小鱼麻辣味,2017/4/9 22:51,E,非饮料,肉干/豆制品/蛋
3.0,芬达330ml,2017/4/10 02:10,E,饮料,碳酸饮料
4.0,阿萨姆奶茶,2017/4/10 08:07,E,饮料,茶饮料
6.5,148g富甲一方紫薯仔,2017/4/10 08:26,E,非饮料,蜜饯/果干
2.5,伊利优酸乳,2017/4/10 12:14,E,饮料,乳制品
4.5,卫龙亲嘴烧红烧牛肉味,2017/4/10 12:59,E,非饮料,肉干/豆制品/蛋
1.5,12g劲仔小鱼麻辣味,2017/4/10 14:01,E,非饮料,肉干/豆制品/蛋
4.5,85g嘉士利果乐果香夹心饼干蓝莓味,2017/4/10 15:12,E,非饮料,饼干糕点
4.0,王老吉（罐）,2017/4/10 15:12,E,饮料,茶饮料
3.0,统一冰红茶,2017/4/10 15:26,E,饮料,茶饮料
3.5,东鹏特饮,2017/4/10 15:35,E,饮料,功能饮料
4.0,统一冰红茶,2017/4/10 16:52,E,饮料,茶饮料
3.0,熊字饼,2017/4/10 18:42,E,非饮料,饼干糕点
4.0,阿萨姆奶茶,2017/4/10 19:07,E,饮料,茶饮料
4.5,250ML东鹏特饮,2017/4/10 22:04,E,饮料,功能饮料
4.0,果粒橙,2017/4/10 22:04,E,饮料,果蔬饮料
3.0,卫龙大面筋,2017/4/10 22:15,E,非饮料,肉干/豆制品/蛋
3.5,85g新麦潮手撕面包（提子味）,2017/4/10 22:21,E,非饮料,饼干糕点
4.0,王老吉（罐）,2017/4/10 22:21,E,饮料,茶饮料
1.0,香豆干,2017/4/11 00:56,E,非饮料,肉干/豆制品/蛋
3.0,13g无穷烤鸡小腿蜂蜜味,2017/4/11 02:48,E,非饮料,肉干/豆制品/蛋
4.5,85g嘉士利果乐果香夹心饼干蓝莓味,2017/4/11 03:50,E,非饮料,饼干糕点
4.0,奥利奥原味芝士,2017/4/11 03:50,E,非饮料,饼干糕点
4.5,王老吉（500ml）,2017/4/11 03:50,E,饮料,茶饮料
2.0,10g卫龙亲嘴烧香辣味,2017/4/11 03:56,E,非饮料,肉干/豆制品/蛋
3.0,果粒橙,2017/4/11 08:28,E,饮料,果蔬饮料
3.5,雪碧（500ml）,2017/4/11 08:59,E,饮料,碳酸饮料
4.0,营养快线,2017/4/11 19:14,E,饮料,乳制品
4.0,脉动,2017/4/11 19:33,E,饮料,功能饮料
5.0,营养快线,2017/4/11 21:20,E,饮料,乳制品
3.5,王老吉（罐）,2017/4/11 21:25,E,饮料,茶饮料
1.5,香脆肠,2017/4/12 01:13,E,非饮料,肉干/豆制品/蛋
4.0,脉动,2017/4/12 02:58,E,饮料,功能饮料
4.0,脉动,2017/4/12 08:45,E,饮料,功能饮料
6.5,148g富甲一方紫薯仔,2017/4/12 09:01,E,非饮料,蜜饯/果干
4.5,营养快线,2017/4/12 09:01,E,饮料,乳制品
4.0,营养快线,2017/4/12 10:42,E,饮料,乳制品
2.0,怡宝,2017/4/12 12:20,E,饮料,水
3.0,熊字饼,2017/4/12 15:29,E,非饮料,饼干糕点
1.0,香豆干,2017/4/12 16:10,E,非饮料,肉干/豆制品/蛋
3.0,果粒橙,2017/4/12 16:44,E,饮料,果蔬饮料
3.5,统一冰红茶,2017/4/12 17:40,E,饮料,茶饮料
3.5,芬达330ml,2017/4/12 17:43,E,饮料,碳酸饮料
1.5,2g韩国海牌海苔,2017/4/12 17:46,E,非饮料,海味零食
2.5,30g无穷农场盐_鸡蛋,2017/4/12 17:53,E,非饮料,肉干/豆制品/蛋
3.0,250ml维他原味豆奶,2017/4/12 18:13,E,饮料,植物蛋白
3.5,王老吉（罐）,2017/4/12 18:14,E,饮料,茶饮料
3.5,维他原味豆奶,2017/4/12 19:10,E,饮料,植物蛋白
2.4,20g咪咪虾条马来西亚风味,2017/4/12 19:37,E,非饮料,膨化食品
5.0,85g统一老坛酸菜牛肉面,2017/4/12 21:18,E,非饮料,方便速食
3.0,卫龙大面筋,2017/4/12 21:22,E,非饮料,肉干/豆制品/蛋
3.5,芬达330ml,2017/4/13 01:37,E,饮料,碳酸饮料
3.5,芬达330ml,2017/4/13 04:38,E,饮料,碳酸饮料
3.5,600ml可口可乐,2017/4/13 08:58,E,饮料,碳酸饮料
5.0,脉动,2017/4/13 08:58,E,饮料,功能饮料
4.5,250ml燕塘原味酸奶,2017/4/13 12:02,E,饮料,乳制品
4.0,统一冰红茶,2017/4/13 12:02,E,饮料,茶饮料
3.5,东鹏特饮,2017/4/13 12:04,E,饮料,功能饮料
3.5,芬达330ml,2017/4/13 12:05,E,饮料,碳酸饮料
3.0,统一冰红茶,2017/4/13 13:03,E,饮料,茶饮料
4.5,250ml燕塘红枣牛奶,2017/4/13 13:25,E,饮料,乳制品
2.0,145ml旺仔牛奶盒装,2017/4/13 14:13,E,饮料,乳制品
4.0,新麦潮天然酵母面包（良品铺子）,2017/4/13 14:33,E,非饮料,饼干糕点
3.5,东鹏特饮,2017/4/13 14:36,E,饮料,功能饮料
6.0,红牛,2017/4/13 14:39,E,饮料,功能饮料
3.0,熊字饼,2017/4/13 14:53,E,非饮料,饼干糕点
3.0,伊利纯牛奶,2017/4/13 17:27,E,饮料,乳制品
3.5,统一冰红茶,2017/4/13 17:46,E,饮料,茶饮料
4.5,480ml小茗同学冷泡青柠红茶,2017/4/13 17:47,E,饮料,茶饮料
3.5,王老吉（罐）,2017/4/13 17:58,E,饮料,茶饮料
4.5,250ML东鹏特饮,2017/4/13 18:18,E,饮料,功能饮料
3.5,果粒橙,2017/4/13 18:18,E,饮料,果蔬饮料
4.5,40g乐事薯片墨西哥鸡汁番茄味,2017/4/13 19:10,E,非饮料,膨化食品
3.5,冰糖雪梨,2017/4/13 19:47,E,饮料,果蔬饮料
3.0,600ml可口可乐,2017/4/13 19:51,E,饮料,碳酸饮料
4.5,480ml小茗同学冷泡青柠红茶,2017/4/13 20:02,E,饮料,茶饮料
4.5,营养快线,2017/4/13 20:02,E,饮料,乳制品
5.0,600ml脉动青柠,2017/4/13 21:43,E,饮料,功能饮料
3.0,70g乖媳妇野山泡椒凤爪,2017/4/13 21:44,E,非饮料,肉干/豆制品/蛋
3.5,冰糖雪梨,2017/4/13 21:44,E,饮料,果蔬饮料
6.0,86g合味道海鲜风味,2017/4/13 21:52,E,非饮料,方便速食
3.5,冰糖雪梨,2017/4/13 21:52,E,饮料,果蔬饮料
3.5,东鹏特饮,2017/4/13 21:58,E,饮料,功能饮料
3.0,果粒橙,2017/4/13 23:13,E,饮料,果蔬饮料
2.5,30g无穷农场盐_鸡蛋,2017/4/14 01:12,E,非饮料,肉干/豆制品/蛋
2.0,145ml旺仔牛奶盒装,2017/4/14 03:40,E,饮料,乳制品
3.0,百事可乐330ml,2017/4/14 08:20,E,饮料,碳酸饮料
1.5,鸭翅,2017/4/14 08:25,E,非饮料,肉干/豆制品/蛋
4.0,脉动,2017/4/14 08:27,E,饮料,功能饮料
3.5,东鹏特饮,2017/4/14 08:59,E,饮料,功能饮料
3.0,统一冰红茶,2017/4/14 11:25,E,饮料,茶饮料
2.5,145ml旺仔牛奶盒装,2017/4/14 11:30,E,饮料,乳制品
4.5,500ml加多宝,2017/4/14 12:18,E,饮料,茶饮料
1.8,600ml雪碧,2017/4/14 12:21,E,饮料,碳酸饮料
4.0,营养快线,2017/4/14 12:23,E,饮料,乳制品
3.5,东鹏特饮,2017/4/14 13:57,E,饮料,功能饮料
4.5,250ml燕塘甜牛奶,2017/4/14 14:47,E,饮料,乳制品
3.5,统一绿茶,2017/4/14 15:32,E,饮料,茶饮料
1.0,小鱼仔,2017/4/14 15:56,E,非饮料,海味零食
3.0,250ml维他原味豆奶,2017/4/14 16:42,E,饮料,植物蛋白
3.5,冰糖雪梨,2017/4/14 16:46,E,饮料,果蔬饮料
3.0,250ml维他原味豆奶,2017/4/14 16:48,E,饮料,植物蛋白
6.0,红牛,2017/4/14 16:51,E,饮料,功能饮料
4.0,王老吉（500ml）,2017/4/14 16:56,E,饮料,茶饮料
4.0,阿萨姆奶茶,2017/4/14 17:12,E,饮料,茶饮料
4.5,12g劲仔小鱼麻辣味,2017/4/14 17:36,E,非饮料,肉干/豆制品/蛋
5.0,王老吉（500ml）,2017/4/14 17:36,E,饮料,茶饮料
2.0,145ml旺仔牛奶盒装,2017/4/14 17:46,E,饮料,乳制品
2.5,85g新麦潮北海道吐司,2017/4/14 17:50,E,非饮料,饼干糕点
3.5,果粒橙,2017/4/14 17:52,E,饮料,果蔬饮料
1.0,好吃点小饼干,2017/4/14 18:07,E,非饮料,饼干糕点
3.0,雪碧330ml,2017/4/14 18:10,E,饮料,碳酸饮料
3.0,600ml可口可乐,2017/4/14 18:51,E,饮料,碳酸饮料
4.0,王老吉（罐）,2017/4/14 18:51,E,饮料,茶饮料
3.0,250ml维他原味豆奶,2017/4/14 19:53,E,饮料,植物蛋白
4.0,可口可乐（500ml）,2017/4/14 19:53,E,饮料,碳酸饮料
1.0,香豆干,2017/4/14 20:12,E,非饮料,肉干/豆制品/蛋
3.5,东鹏特饮,2017/4/14 20:14,E,饮料,功能饮料
1.5,小鱼仔,2017/4/14 21:55,E,非饮料,海味零食
5.0,500ml统一阿萨姆奶茶,2017/4/14 21:56,E,饮料,茶饮料
3.5,芬达330ml,2017/4/14 21:56,E,饮料,碳酸饮料
2.5,13g无穷烤鸡小腿蜂蜜味,2017/4/14 22:25,E,非饮料,肉干/豆制品/蛋
4.0,450ml美汁源果粒橙,2017/4/15 06:02,E,饮料,果蔬饮料
3.5,冰糖雪梨,2017/4/15 06:02,E,饮料,果蔬饮料
3.0,果粒橙,2017/4/15 08:42,E,饮料,果蔬饮料
1.5,鸭翅,2017/4/15 08:44,E,非饮料,肉干/豆制品/蛋
3.0,雪碧最新款,2017/4/15 10:20,E,饮料,碳酸饮料
3.0,熊字饼,2017/4/15 11:39,E,非饮料,饼干糕点
4.0,银鹭八宝粥,2017/4/15 12:49,E,饮料,方便速食
4.0,果粒橙,2017/4/15 12:54,E,饮料,果蔬饮料
3.0,劲仔小鱼（卤香味）,2017/4/15 12:54,E,非饮料,肉干/豆制品/蛋
3.0,熊字饼,2017/4/15 13:41,E,非饮料,饼干糕点
3.5,东鹏特饮,2017/4/15 14:51,E,饮料,功能饮料
4.5,40g乐事薯片墨西哥鸡汁番茄味,2017/4/15 14:53,E,非饮料,膨化食品
4.0,熊字饼,2017/4/15 14:53,E,非饮料,饼干糕点
3.0,统一冰红茶,2017/4/15 14:54,E,饮料,茶饮料
2.5,30g无穷农场盐_鸡蛋,2017/4/15 15:05,E,非饮料,肉干/豆制品/蛋
3.0,果粒橙,2017/4/15 15:13,E,饮料,果蔬饮料
3.0,250ml维他原味豆奶,2017/4/15 15:50,E,饮料,植物蛋白
1.5,40g双汇玉米热狗肠,2017/4/15 16:48,E,非饮料,肉干/豆制品/蛋
6.0,86g合味道海鲜风味,2017/4/15 16:49,E,非饮料,方便速食
3.5,芬达330ml,2017/4/15 16:49,E,饮料,碳酸饮料
4.0,王老吉（500ml）,2017/4/15 17:04,E,饮料,茶饮料
1.5,鸭翅,2017/4/15 17:29,E,非饮料,肉干/豆制品/蛋
3.5,600ml可口可乐,2017/4/15 17:39,E,饮料,碳酸饮料
5.0,阿萨姆奶茶,2017/4/15 17:39,E,饮料,茶饮料
4.0,阿萨姆奶茶,2017/4/15 18:18,E,饮料,茶饮料
2.5,85g新麦潮北海道吐司,2017/4/15 18:33,E,非饮料,饼干糕点
5.0,脉动,2017/4/15 18:33,E,饮料,功能饮料
7.5,225g味之不规则饼干芝士味,2017/4/15 18:36,E,非饮料,饼干糕点
3.0,卫龙大面筋,2017/4/15 21:26,E,非饮料,肉干/豆制品/蛋
2.5,85g新麦潮北海道吐司,2017/4/15 22:48,E,非饮料,饼干糕点
5.5,70g乐事薯片（黄瓜味）,2017/4/16 01:06,E,非饮料,膨化食品
3.0,250ml维他奶低糖原味,2017/4/16 01:08,E,饮料,植物蛋白
2.5,250ml维他奶巧克力味,2017/4/16 02:34,E,饮料,植物蛋白
4.0,营养快线,2017/4/16 08:51,E,饮料,乳制品
3.0,雪碧330ml,2017/4/16 08:58,E,饮料,碳酸饮料
3.5,东鹏特饮,2017/4/16 11:56,E,饮料,功能饮料
36.0,260g马来西亚进口茱蒂丝口口香饼干,2017/4/16 12:10,E,非饮料,饼干糕点
3.0,芬达330ml,2017/4/16 12:16,E,饮料,碳酸饮料
3.5,统一绿茶,2017/4/16 12:17,E,饮料,茶饮料
3.0,熊字饼,2017/4/16 12:25,E,非饮料,饼干糕点
3.0,13g无穷烤鸡小腿蜂蜜味,2017/4/16 12:26,E,非饮料,肉干/豆制品/蛋
4.8,150抽诗竹竹纤维面巾纸,2017/4/16 12:37,E,非饮料,纸巾
1.2,10g卫龙亲嘴烧香辣味,2017/4/16 13:41,E,非饮料,肉干/豆制品/蛋
3.0,雪碧（500ml）,2017/4/16 15:28,E,饮料,碳酸饮料
