金额,商品,支付时间,地点,商品大类,商品二级类
0.8,20g咪咪虾条马来西亚风味,2017/5/21 15:04,D,非饮料,膨化食品
3.0,统一冰红茶,2017/5/21 15:06,D,饮料,茶饮料
5.5,480ml小茗同学冷泡青柠红茶,2017/5/21 17:20,D,饮料,茶饮料
3.0,13g无穷烤鸡小腿蜂蜜味,2017/5/21 17:33,D,非饮料,肉干/豆制品/蛋
1.5,鸭翅,2017/5/21 17:34,D,非饮料,肉干/豆制品/蛋
3.0,250ml维他原味豆奶,2017/5/21 17:35,D,饮料,植物蛋白
4.5,燕塘原味酸奶,2017/5/21 17:36,D,饮料,乳制品
1.5,鸭翅,2017/5/21 17:43,D,非饮料,肉干/豆制品/蛋
3.5,王老吉（罐）,2017/5/21 17:52,D,饮料,茶饮料
1.5,鸭翅,2017/5/21 17:53,D,非饮料,肉干/豆制品/蛋
3.5,丽芝士纳宝帝奶酪威化饼干,2017/5/21 18:19,D,非饮料,饼干糕点
3.0,卫龙大面筋,2017/5/21 18:19,D,非饮料,肉干/豆制品/蛋
2.5,500ml恒大冰泉矿泉水,2017/5/21 20:03,D,饮料,水
3.0,12g劲仔小鱼麻辣味,2017/5/21 21:47,D,非饮料,肉干/豆制品/蛋
0.8,20g咪咪虾条马来西亚风味,2017/5/21 23:19,D,非饮料,膨化食品
3.0,85g新麦潮北海道吐司,2017/5/22 09:14,D,非饮料,饼干糕点
6.0,芦荟汁,2017/5/22 09:45,D,饮料,果蔬饮料
1.8,32g卫龙亲嘴烧红烧牛肉味,2017/5/22 09:57,D,非饮料,肉干/豆制品/蛋
6.0,13g无穷烤鸡小腿蜂蜜味,2017/5/22 10:09,D,非饮料,肉干/豆制品/蛋
3.2,20g咪咪虾条马来西亚风味,2017/5/22 10:26,D,非饮料,膨化食品
3.0,250ml维他柠檬茶,2017/5/22 11:37,D,饮料,茶饮料
2.5,145ml旺仔牛奶盒装,2017/5/22 12:24,D,饮料,乳制品
2.5,30g无穷农场盐_鸡蛋,2017/5/22 15:41,D,非饮料,肉干/豆制品/蛋
1.5,12g劲仔小鱼麻辣味,2017/5/22 16:19,D,非饮料,肉干/豆制品/蛋
4.0,阿萨姆奶茶,2017/5/22 16:31,D,饮料,茶饮料
4.5,250ml燕塘甜牛奶,2017/5/22 17:02,D,饮料,乳制品
6.5,148g富甲一方紫薯仔,2017/5/22 17:13,D,非饮料,蜜饯/果干
4.0,阿萨姆奶茶,2017/5/22 17:35,D,饮料,茶饮料
3.0,统一冰红茶,2017/5/22 17:40,D,饮料,茶饮料
5.0,48g好丽友薯愿香烤原味,2017/5/22 18:33,D,非饮料,膨化食品
6.5,430g泰奇八宝粥,2017/5/22 18:57,D,非饮料,方便速食
3.0,卫龙大面筋,2017/5/22 20:20,D,非饮料,肉干/豆制品/蛋
4.5,250ml燕塘甜牛奶,2017/5/22 20:40,D,饮料,乳制品
4.5,250ml燕塘红枣牛奶,2017/5/22 22:02,D,饮料,乳制品
3.2,20g马来西亚风味咪咪蟹味粒0219,2017/5/22 22:14,D,非饮料,膨化食品
1.5,40g双汇玉米热狗肠,2017/5/22 22:36,D,非饮料,肉干/豆制品/蛋
5.0,220g宝丰龙龟苓膏,2017/5/22 23:04,D,非饮料,果冻/龟苓膏
2.0,怡宝纯净水,2017/5/23 00:01,D,饮料,水
3.0,13g无穷烤鸡小腿蜂蜜味,2017/5/23 05:21,D,非饮料,肉干/豆制品/蛋
3.5,600ml可口可乐,2017/5/23 10:14,D,饮料,碳酸饮料
2.5,145ml旺仔牛奶盒装,2017/5/23 10:54,D,饮料,乳制品
7.0,150g洽洽原香瓜子,2017/5/23 11:07,D,非饮料,坚果炒货
6.5,148g富甲一方紫薯仔,2017/5/23 11:18,D,非饮料,蜜饯/果干
1.5,劲仔小鱼（麻辣味）,2017/5/23 11:30,D,非饮料,肉干/豆制品/蛋
6.0,86g合味道海鲜风味,2017/5/23 11:36,D,非饮料,方便速食
3.0,雪碧330ml,2017/5/23 12:07,D,饮料,碳酸饮料
6.5,91g徐福记凤梨酥,2017/5/23 12:15,D,非饮料,饼干糕点
3.0,250ml维他柠檬茶,2017/5/23 12:18,D,饮料,茶饮料
3.5,600ml可口可乐,2017/5/23 12:33,D,饮料,碳酸饮料
2.5,30g无穷农场盐_鸡蛋,2017/5/23 13:24,D,非饮料,肉干/豆制品/蛋
4.5,65g卫龙亲嘴豆皮,2017/5/23 13:57,D,非饮料,肉干/豆制品/蛋
4.0,阿萨姆奶茶,2017/5/23 15:59,D,饮料,茶饮料
4.5,500ml加多宝,2017/5/23 16:31,D,饮料,茶饮料
5.5,55g奥利奥迷你杯夹心小饼干杯装原味,2017/5/23 17:22,D,非饮料,饼干糕点
1.6,20g咪咪虾条马来西亚风味,2017/5/23 19:47,D,非饮料,膨化食品
4.0,85g新麦潮北海道吐司,2017/5/23 20:08,D,非饮料,饼干糕点
3.5,东鹏特饮,2017/5/23 20:09,D,饮料,功能饮料
6.0,330ml伊利畅意乳酸菌原味,2017/5/23 20:14,D,饮料,乳制品
6.0,370g泰奇八宝粥,2017/5/23 20:20,D,非饮料,方便速食
5.5,85g统一老坛酸菜牛肉面,2017/5/23 20:50,D,非饮料,方便速食
2.0,85g新麦潮北海道吐司,2017/5/23 20:54,D,非饮料,饼干糕点
2.5,凤爪,2017/5/23 21:04,D,非饮料,肉干/豆制品/蛋
3.0,40g双汇玉米热狗肠,2017/5/23 23:03,D,非饮料,肉干/豆制品/蛋
1.5,40g双汇玉米热狗肠,2017/5/23 23:11,D,非饮料,肉干/豆制品/蛋
4.5,78g卫龙亲语,2017/5/24 00:13,D,非饮料,肉干/豆制品/蛋
0.8,20g咪咪虾条马来西亚风味,2017/5/24 04:50,D,非饮料,膨化食品
4.0,上好佳洋葱圈,2017/5/24 04:52,D,非饮料,膨化食品
12.5,100g*5瓶益力多,2017/5/24 04:55,D,饮料,乳制品
4.5,85g嘉士利果乐果香夹心饼干蓝莓味,2017/5/24 07:53,D,非饮料,饼干糕点
4.0,脉动,2017/5/24 08:41,D,饮料,功能饮料
4.5,250ml燕塘原味酸奶,2017/5/24 09:29,D,饮料,乳制品
4.5,52g旺旺仙贝,2017/5/24 11:21,D,非饮料,膨化食品
2.5,30g无穷农场盐_鸡蛋,2017/5/24 12:20,D,非饮料,肉干/豆制品/蛋
6.5,91g徐福记凤梨酥,2017/5/24 12:23,D,非饮料,饼干糕点
3.0,伊利纯牛奶,2017/5/24 12:32,D,饮料,乳制品
1.5,12g劲仔小鱼麻辣味,2017/5/24 14:40,D,非饮料,肉干/豆制品/蛋
3.0,250ml维他原味豆奶,2017/5/24 16:25,D,饮料,植物蛋白
4.0,王老吉（500ml）,2017/5/24 17:35,D,饮料,茶饮料
3.0,伊利纯牛奶,2017/5/24 17:51,D,饮料,乳制品
3.0,13g无穷烤鸡小腿蜂蜜味,2017/5/24 18:10,D,非饮料,肉干/豆制品/蛋
1.5,劲仔小鱼（麻辣味）,2017/5/24 20:31,D,非饮料,肉干/豆制品/蛋
4.5,78g卫龙亲嘴语辣条,2017/5/24 21:35,D,非饮料,肉干/豆制品/蛋
2.5,250ml王老吉盒装,2017/5/24 23:13,D,饮料,茶饮料
4.5,40g乐事美国经典原味,2017/5/25 00:55,D,非饮料,膨化食品
4.0,阿萨姆奶茶,2017/5/25 02:20,D,饮料,茶饮料
5.5,268ml雀巢咖啡丝滑拿铁,2017/5/25 05:09,D,饮料,咖啡
4.5,250ml燕塘甜牛奶,2017/5/25 05:13,D,饮料,乳制品
12.5,100g*5瓶益力多,2017/5/25 09:36,D,饮料,乳制品
1.5,40g双汇玉米热狗肠,2017/5/25 13:27,D,非饮料,肉干/豆制品/蛋
4.5,180ml雀巢咖啡罐装,2017/5/25 14:39,D,饮料,咖啡
2.5,30g无穷农场盐_鸡蛋,2017/5/25 14:58,D,非饮料,肉干/豆制品/蛋
6.0,330ml伊利畅意乳酸菌原味,2017/5/25 15:57,D,饮料,乳制品
12.5,100g*5瓶益力多,2017/5/25 16:54,D,饮料,乳制品
4.5,85g嘉士利果乐果香夹心饼干蓝莓味,2017/5/25 16:55,D,非饮料,饼干糕点
3.6,32g卫龙亲嘴烧红烧牛肉味,2017/5/25 17:36,D,非饮料,肉干/豆制品/蛋
3.5,34g公仔迷你杯风味排骨味,2017/5/25 20:39,D,非饮料,方便速食
1.5,小鱼仔,2017/5/25 20:57,D,非饮料,海味零食
4.5,椰树牌椰汁,2017/5/25 21:38,D,饮料,植物蛋白
1.5,45g双汇泡面拍挡,2017/5/25 22:34,D,非饮料,肉干/豆制品/蛋
4.0,55g奥利奥原味芝士饼干,2017/5/25 23:29,D,非饮料,饼干糕点
1.6,2g韩国海牌海苔,2017/5/26 01:44,D,非饮料,海味零食
0.8,20g马来西亚风味咪咪蟹味粒0219,2017/5/26 03:13,D,非饮料,膨化食品
3.0,250ml维他奶低糖原味,2017/5/26 04:16,D,饮料,植物蛋白
1.5,45g双汇泡面拍挡,2017/5/26 04:18,D,非饮料,肉干/豆制品/蛋
6.5,117gUFO炒面铁板色拉鱿鱼风味,2017/5/26 04:53,D,非饮料,方便速食
3.0,可口可乐（500ml）,2017/5/26 07:51,D,饮料,碳酸饮料
3.0,13g无穷烤鸡小腿蜂蜜味,2017/5/26 08:36,D,非饮料,肉干/豆制品/蛋
3.0,可口可乐（500ml）,2017/5/26 08:38,D,饮料,碳酸饮料
1.6,20g咪咪虾条马来西亚风味,2017/5/26 12:11,D,非饮料,膨化食品
10.0,225g味之不规则饼干芝士味,2017/5/26 12:17,D,非饮料,饼干糕点
3.0,13g无穷烤鸡小腿蜂蜜味,2017/5/26 12:23,D,非饮料,肉干/豆制品/蛋
1.5,劲仔小鱼（麻辣味）,2017/5/26 12:25,D,非饮料,肉干/豆制品/蛋
4.0,85g新麦潮北海道吐司,2017/5/26 14:32,D,非饮料,饼干糕点
4.5,250ml燕塘红枣牛奶,2017/5/26 14:51,D,饮料,乳制品
4.5,250ml燕塘红枣牛奶,2017/5/26 15:49,D,饮料,乳制品
3.0,250ml维他原味豆奶,2017/5/26 16:22,D,饮料,植物蛋白
1.5,45g双汇泡面拍挡,2017/5/26 17:03,D,非饮料,肉干/豆制品/蛋
0.8,20g咪咪虾条马来西亚风味,2017/5/26 17:10,D,非饮料,膨化食品
4.0,55g奥利奥原味芝士饼干,2017/5/26 17:12,D,非饮料,饼干糕点
4.0,脉动,2017/5/26 17:33,D,饮料,功能饮料
2.5,伊利优酸乳,2017/5/26 17:35,D,饮料,乳制品
2.5,30g无穷农场盐_鸡蛋,2017/5/26 17:42,D,非饮料,肉干/豆制品/蛋
4.5,250ml燕塘甜牛奶,2017/5/26 17:43,D,饮料,乳制品
1.5,40g双汇玉米热狗肠,2017/5/26 18:26,D,非饮料,肉干/豆制品/蛋
5.0,85g统一老坛酸菜牛肉面,2017/5/26 19:34,D,非饮料,方便速食
1.5,40g双汇玉米热狗肠,2017/5/26 20:24,D,非饮料,肉干/豆制品/蛋
2.0,鸭翅,2017/5/26 20:47,D,非饮料,肉干/豆制品/蛋
2.0,鸭翅,2017/5/26 20:48,D,非饮料,肉干/豆制品/蛋
5.0,110g顺宝九制话梅,2017/5/26 21:15,D,非饮料,蜜饯/果干
4.5,250ml燕塘红枣牛奶,2017/5/26 21:45,D,饮料,乳制品
4.0,银鹭八宝粥,2017/5/26 22:01,D,饮料,方便速食
5.0,85g统一老坛酸菜牛肉面,2017/5/26 22:21,D,非饮料,方便速食
3.0,雪碧（500ml）,2017/5/26 22:23,D,饮料,碳酸饮料
2.0,85g新麦潮北海道吐司,2017/5/26 23:05,D,非饮料,饼干糕点
0.6,10g卫龙亲嘴烧香辣味,2017/5/26 23:12,D,非饮料,肉干/豆制品/蛋
4.5,600ml脉动青柠,2017/5/26 23:50,D,饮料,功能饮料
3.0,250ml维他原味豆奶,2017/5/27 00:11,D,饮料,植物蛋白
4.0,55g奥利奥原味芝士饼干,2017/5/27 03:57,D,非饮料,饼干糕点
4.5,脉动,2017/5/27 04:32,D,饮料,功能饮料
1.5,40g双汇玉米热狗肠,2017/5/27 05:44,D,非饮料,肉干/豆制品/蛋
3.5,500ml康师傅冰糖雪梨,2017/5/27 08:11,D,饮料,果蔬饮料
3.0,58g丽芝士纳宝帝奶酪威化饼干,2017/5/27 09:43,D,非饮料,饼干糕点
1.5,45g双汇泡面拍挡,2017/5/27 09:53,D,非饮料,肉干/豆制品/蛋
2.5,30g无穷农场盐_鸡蛋,2017/5/27 10:45,D,非饮料,肉干/豆制品/蛋
4.5,600ml脉动青柠,2017/5/27 10:52,D,饮料,功能饮料
4.0,营养快线,2017/5/27 11:49,D,饮料,乳制品
4.5,40g呀土豆番茄酱味,2017/5/27 12:21,D,非饮料,膨化食品
2.5,30g无穷农场盐_鸡蛋,2017/5/27 12:57,D,非饮料,肉干/豆制品/蛋
4.5,78g卫龙亲语,2017/5/27 14:11,D,非饮料,肉干/豆制品/蛋
5.0,500ml统一阿萨姆奶茶,2017/5/27 14:36,D,饮料,茶饮料
4.0,450ml美汁源果粒橙,2017/5/27 15:31,D,饮料,果蔬饮料
3.0,可口可乐（500ml）,2017/5/27 15:31,D,饮料,碳酸饮料
4.5,40g乐事美国经典原味,2017/5/27 15:36,D,非饮料,膨化食品
1.6,2g韩国海牌海苔,2017/5/27 15:44,D,非饮料,海味零食
1.5,40g双汇玉米热狗肠,2017/5/27 16:45,D,非饮料,肉干/豆制品/蛋
8.0,160g盼盼手撕面包,2017/5/27 17:23,D,非饮料,饼干糕点
4.5,250ML东鹏特饮,2017/5/27 17:24,D,饮料,功能饮料
9.0,50g马赛克手撕鱿鱼条,2017/5/27 18:50,D,非饮料,海味零食
5.0,220g宝丰龙龟苓膏,2017/5/27 19:53,D,非饮料,果冻/龟苓膏
3.0,40g双汇玉米热狗肠,2017/5/27 20:02,D,非饮料,肉干/豆制品/蛋
0.8,20g咪咪虾条马来西亚风味,2017/5/27 20:09,D,非饮料,膨化食品
10.0,225g味之不规则饼干芝士味,2017/5/27 20:19,D,非饮料,饼干糕点
4.5,180ml雀巢咖啡罐装,2017/5/28 00:33,D,饮料,咖啡
5.5,268ml雀巢咖啡丝滑拿铁,2017/5/28 07:26,D,饮料,咖啡
2.5,30g无穷农场盐_鸡蛋,2017/5/28 08:05,D,非饮料,肉干/豆制品/蛋
5.5,480ml小茗同学冷泡青柠红茶,2017/5/28 10:22,D,饮料,茶饮料
5.0,85g统一老坛酸菜牛肉面,2017/5/28 10:32,D,非饮料,方便速食
2.5,30g无穷农场盐_鸡蛋,2017/5/28 12:09,D,非饮料,肉干/豆制品/蛋
3.0,统一绿茶,2017/5/28 12:30,D,饮料,茶饮料
2.0,85g新麦潮手撕面包（提子味）,2017/5/28 13:29,D,非饮料,饼干糕点
5.0,48g好丽友薯愿香烤原味,2017/5/28 15:14,D,非饮料,膨化食品
3.0,250ml维他原味豆奶,2017/5/28 15:30,D,饮料,植物蛋白
6.0,86g合味道浓猪骨味,2017/5/28 15:36,D,非饮料,方便速食
2.5,无穷农场盐_鸡蛋,2017/5/28 16:06,D,非饮料,肉干/豆制品/蛋
5.5,268ml雀巢咖啡丝滑拿铁,2017/5/28 16:20,D,饮料,咖啡
3.0,85g新麦潮北海道吐司,2017/5/28 17:21,D,非饮料,饼干糕点
2.5,250ml维他椰子味豆奶7716,2017/5/28 17:59,D,饮料,植物蛋白
6.0,13g无穷烤鸡小腿蜂蜜味,2017/5/28 18:07,D,非饮料,肉干/豆制品/蛋
4.0,55g奥利奥原味夹心饼干,2017/5/28 20:35,D,非饮料,饼干糕点
4.5,脉动,2017/5/28 23:08,D,饮料,功能饮料
4.5,40g乐事美国经典原味,2017/5/28 23:10,D,非饮料,膨化食品
3.0,250ml维他原味豆奶,2017/5/29 00:05,D,饮料,植物蛋白
4.5,250ML东鹏特饮,2017/5/29 02:02,D,饮料,功能饮料
5.5,85g统一老坛酸菜牛肉面,2017/5/29 04:19,D,非饮料,方便速食
3.0,250ml维他柠檬茶,2017/5/29 07:35,D,饮料,茶饮料
2.0,75g新麦潮天然酵母面包（北海道牛奶风味）,2017/5/29 07:48,D,非饮料,饼干糕点
1.5,45g双汇泡面拍挡,2017/5/29 08:58,D,非饮料,肉干/豆制品/蛋
4.5,40g乐事薯片黄瓜味,2017/5/29 10:05,D,非饮料,膨化食品
1.8,32g卫龙亲嘴烧,2017/5/29 10:07,D,非饮料,肉干/豆制品/蛋
1.6,2g韩国海牌海苔,2017/5/29 11:52,D,非饮料,海味零食
3.5,王老吉（罐）,2017/5/29 14:30,D,饮料,茶饮料
2.5,雪碧330ml,2017/5/29 14:36,D,饮料,碳酸饮料
0.8,20g马来西亚风味咪咪蟹味粒0219,2017/5/29 16:34,D,非饮料,膨化食品
4.5,12g劲仔小鱼麻辣味,2017/5/29 17:20,D,非饮料,肉干/豆制品/蛋
2.5,伊利优酸乳,2017/5/29 17:40,D,饮料,乳制品
1.5,40g双汇玉米热狗肠,2017/5/29 17:44,D,非饮料,肉干/豆制品/蛋
4.0,85g新麦潮北海道吐司,2017/5/29 17:46,D,非饮料,饼干糕点
3.0,可口可乐（500ml）,2017/5/29 18:09,D,饮料,碳酸饮料
3.0,250ml维他原味豆奶,2017/5/29 18:12,D,饮料,植物蛋白
3.0,13g无穷烤鸡小腿蜂蜜味,2017/5/29 19:14,D,非饮料,肉干/豆制品/蛋
1.5,12g劲仔小鱼麻辣味,2017/5/29 19:28,D,非饮料,肉干/豆制品/蛋
1.5,40g双汇玉米热狗肠,2017/5/29 19:37,D,非饮料,肉干/豆制品/蛋
4.5,52g旺旺仙贝,2017/5/29 20:07,D,非饮料,膨化食品
1.5,40g双汇玉米热狗肠,2017/5/29 20:39,D,非饮料,肉干/豆制品/蛋
1.5,40g双汇玉米热狗肠,2017/5/30 02:37,D,非饮料,肉干/豆制品/蛋
6.0,86g合味道海鲜风味,2017/5/30 06:19,D,非饮料,方便速食
8.0,160g盼盼手撕面包,2017/5/30 07:47,D,非饮料,饼干糕点
2.0,85g新麦潮手撕面包（提子味）,2017/5/30 08:20,D,非饮料,饼干糕点
6.5,250ml红牛,2017/5/30 09:43,D,饮料,功能饮料
4.0,85g新麦潮北海道吐司,2017/5/30 09:48,D,非饮料,饼干糕点
2.5,30g无穷农场盐_鸡蛋,2017/5/30 09:54,D,非饮料,肉干/豆制品/蛋
4.0,55g奥利奥原味芝士饼干,2017/5/30 13:35,D,非饮料,饼干糕点
4.5,40g乐事美国经典原味,2017/5/30 13:48,D,非饮料,膨化食品
4.0,营养快线,2017/5/30 14:12,D,饮料,乳制品
1.6,20g咪咪虾条马来西亚风味,2017/5/30 15:30,D,非饮料,膨化食品
3.0,40g双汇玉米热狗肠,2017/5/30 16:42,D,非饮料,肉干/豆制品/蛋
2.5,百事可乐330ml,2017/5/30 17:42,D,饮料,碳酸饮料
12.5,100g*5瓶益力多,2017/5/30 17:45,D,饮料,乳制品
3.5,600ml可口可乐,2017/5/30 18:00,D,饮料,碳酸饮料
3.0,250ml维他柠檬茶,2017/5/30 18:04,D,饮料,茶饮料
3.0,40g双汇玉米热狗肠,2017/5/30 18:13,D,非饮料,肉干/豆制品/蛋
6.0,86g合味道海鲜风味,2017/5/30 18:20,D,非饮料,方便速食
4.5,52g旺旺仙贝,2017/5/30 19:44,D,非饮料,膨化食品
1.5,45g双汇泡面拍挡,2017/5/30 22:07,D,非饮料,肉干/豆制品/蛋
3.0,可口可乐（500ml）,2017/5/30 22:14,D,饮料,碳酸饮料
1.5,香脆肠,2017/5/30 22:15,D,非饮料,肉干/豆制品/蛋
4.0,450ml美汁源果粒橙,2017/5/30 23:02,D,饮料,果蔬饮料
3.0,新麦潮北海道吐司,2017/6/1 00:20,D,非饮料,饼干糕点
2.5,145ml旺仔牛奶盒装,2017/6/1 04:20,D,饮料,乳制品
1.8,32g卫龙亲嘴烧红烧牛肉味,2017/6/1 04:26,D,非饮料,肉干/豆制品/蛋
4.5,85g嘉士利果乐果香夹心饼干蓝莓味,2017/6/1 07:47,D,非饮料,饼干糕点
6.5,250ml红牛,2017/6/1 07:57,D,饮料,功能饮料
2.5,30g无穷农场盐_鸡蛋,2017/6/1 09:11,D,非饮料,肉干/豆制品/蛋
3.0,维他奶,2017/6/1 09:12,D,饮料,植物蛋白
6.5,250ml红牛,2017/6/1 09:19,D,饮料,功能饮料
3.5,东鹏特饮,2017/6/1 09:41,D,饮料,功能饮料
3.2,20g咪咪虾条马来西亚风味,2017/6/1 10:12,D,非饮料,膨化食品
2.5,30g无穷农场盐_鸡蛋,2017/6/1 10:58,D,非饮料,肉干/豆制品/蛋
3.0,维他奶,2017/6/1 12:06,D,饮料,植物蛋白
4.5,40g乐事美国经典原味,2017/6/1 12:26,D,非饮料,膨化食品
2.4,20g咪咪虾条马来西亚风味,2017/6/1 12:39,D,非饮料,膨化食品
6.0,86g合味道海鲜风味,2017/6/1 13:25,D,非饮料,方便速食
0.8,20g咪咪虾条马来西亚风味,2017/6/1 15:01,D,非饮料,膨化食品
10.0,和成天下（黄）,2017/6/1 15:23,D,非饮料,香烟
4.5,52g旺旺仙贝,2017/6/1 15:52,D,非饮料,膨化食品
4.5,250ml燕塘甜牛奶,2017/6/1 16:21,D,饮料,乳制品
4.5,250ml燕塘红枣牛奶,2017/6/1 17:48,D,饮料,乳制品
4.5,250ml燕塘甜牛奶,2017/6/1 18:10,D,饮料,乳制品
4.0,脉动,2017/6/1 18:15,D,饮料,功能饮料
4.0,脉动,2017/6/1 18:17,D,饮料,功能饮料
2.0,怡宝纯净水,2017/6/1 18:33,D,饮料,水
6.5,430g泰奇八宝粥,2017/6/1 18:36,D,非饮料,方便速食
1.5,劲仔小鱼（麻辣味）,2017/6/1 18:40,D,非饮料,肉干/豆制品/蛋
1.8,32g卫龙亲嘴烧红烧牛肉味,2017/6/1 19:01,D,非饮料,肉干/豆制品/蛋
5.5,480ml小茗同学冷泡青柠红茶,2017/6/1 19:14,D,饮料,茶饮料
2.0,85g新麦潮北海道吐司,2017/6/1 19:23,D,非饮料,饼干糕点
3.0,统一冰红茶,2017/6/1 19:43,D,饮料,茶饮料
3.5,王老吉（罐）,2017/6/1 19:44,D,饮料,茶饮料
3.0,统一冰红茶,2017/6/1 19:45,D,饮料,茶饮料
6.0,330ml伊利畅意乳酸菌原味,2017/6/1 19:55,D,饮料,乳制品
4.5,40g呀土豆番茄酱味,2017/6/1 20:12,D,非饮料,膨化食品
4.0,55g奥利奥原味芝士饼干,2017/6/1 20:25,D,非饮料,饼干糕点
2.0,怡宝纯净水,2017/6/1 20:25,D,饮料,水
2.0,怡宝纯净水,2017/6/1 20:53,D,饮料,水
2.5,无穷农场盐_鸡蛋,2017/6/1 21:00,D,非饮料,肉干/豆制品/蛋
3.0,统一绿茶,2017/6/1 21:05,D,饮料,茶饮料
2.0,鸭翅,2017/6/1 21:06,D,非饮料,肉干/豆制品/蛋
3.0,果粒橙,2017/6/1 21:09,D,饮料,果蔬饮料
4.5,40g上好佳日式鱼果,2017/6/1 21:14,D,非饮料,膨化食品
3.5,王老吉（罐）,2017/6/1 21:33,D,饮料,茶饮料
6.0,330ml伊利畅意乳酸菌原味,2017/6/1 21:41,D,饮料,乳制品
3.5,冰糖雪梨,2017/6/1 21:52,D,饮料,果蔬饮料
4.5,78g卫龙亲语,2017/6/1 22:39,D,非饮料,肉干/豆制品/蛋
2.0,怡宝纯净水,2017/6/1 22:43,D,饮料,水
3.0,可口可乐（500ml）,2017/6/1 22:44,D,饮料,碳酸饮料
6.5,70g乐事薯片黄瓜味,2017/6/1 23:03,D,非饮料,膨化食品
6.5,148g富甲一方紫薯仔,2017/6/1 23:22,D,非饮料,蜜饯/果干
6.0,86g合味道浓猪骨味,2017/6/2 00:23,D,非饮料,方便速食
6.0,330ml伊利畅意乳酸菌原味,2017/6/2 02:19,D,饮料,乳制品
2.0,怡宝纯净水,2017/6/2 04:03,D,饮料,水
2.5,145ml旺仔牛奶盒装,2017/6/2 05:25,D,饮料,乳制品
2.0,双汇玉米热狗肠,2017/6/2 07:41,D,非饮料,肉干/豆制品/蛋
3.0,统一冰红茶,2017/6/2 07:59,D,饮料,茶饮料
2.0,怡宝纯净水,2017/6/2 08:43,D,饮料,水
3.0,统一冰红茶,2017/6/2 08:50,D,饮料,茶饮料
3.0,统一冰红茶,2017/6/2 08:52,D,饮料,茶饮料
4.0,阿萨姆奶茶,2017/6/2 08:53,D,饮料,茶饮料
3.0,统一冰红茶,2017/6/2 09:04,D,饮料,茶饮料
1.5,40g双汇玉米热狗肠,2017/6/2 09:30,D,非饮料,肉干/豆制品/蛋
5.8,100g卫龙点心面黑椒牛排味,2017/6/2 10:36,D,非饮料,肉干/豆制品/蛋
5.0,48g好丽友薯愿香烤原味,2017/6/2 10:49,D,非饮料,膨化食品
5.5,205g伊利安慕希原味,2017/6/2 10:50,D,饮料,乳制品
1.0,康师傅矿泉水,2017/6/2 12:07,D,饮料,水
4.0,营养快线,2017/6/2 12:21,D,饮料,乳制品
3.5,东鹏特饮,2017/6/2 12:28,D,饮料,功能饮料
0.6,10g卫龙亲嘴烧香辣味,2017/6/2 12:30,D,非饮料,肉干/豆制品/蛋
4.0,阿萨姆奶茶,2017/6/2 12:40,D,饮料,茶饮料
2.0,85g新麦潮手撕面包（提子味）,2017/6/2 12:41,D,非饮料,饼干糕点
2.0,怡宝纯净水,2017/6/2 12:42,D,饮料,水
4.5,阿萨姆奶茶,2017/6/2 13:28,D,饮料,茶饮料
4.5,52g旺旺仙贝,2017/6/2 13:52,D,非饮料,膨化食品
4.5,250ml燕塘原味酸奶,2017/6/2 14:05,D,饮料,乳制品
2.5,145ml旺仔牛奶盒装,2017/6/2 14:24,D,饮料,乳制品
4.5,尖叫,2017/6/2 15:04,D,饮料,功能饮料
3.0,可口可乐最新款,2017/6/2 15:49,D,饮料,碳酸饮料
3.5,东鹏特饮,2017/6/2 16:50,D,饮料,功能饮料
2.5,145ml旺仔牛奶盒装,2017/6/2 18:39,D,饮料,乳制品
4.0,55g奥利奥原味芝士饼干,2017/6/2 19:39,D,非饮料,饼干糕点
2.5,30g无穷农场盐_鸡蛋,2017/6/2 20:10,D,非饮料,肉干/豆制品/蛋
4.5,68g好丽友巧克力派2枚,2017/6/2 20:20,D,非饮料,饼干糕点
3.0,可口可乐最新款,2017/6/2 20:51,D,饮料,碳酸饮料
3.0,果粒橙,2017/6/2 21:38,D,饮料,果蔬饮料
4.5,65g卫龙亲嘴豆皮,2017/6/2 21:42,D,非饮料,肉干/豆制品/蛋
1.2,10g卫龙亲嘴烧香辣味,2017/6/2 22:11,D,非饮料,肉干/豆制品/蛋
3.0,统一冰红茶,2017/6/2 23:48,D,饮料,茶饮料
1.5,40g双汇玉米热狗肠,2017/6/3 00:05,D,非饮料,肉干/豆制品/蛋
3.0,250ml维他柠檬茶,2017/6/3 01:05,D,饮料,茶饮料
4.5,阿萨姆奶茶,2017/6/3 01:07,D,饮料,茶饮料
5.0,85g统一老坛酸菜牛肉面,2017/6/3 02:08,D,非饮料,方便速食
4.0,阿萨姆奶茶,2017/6/3 02:32,D,饮料,茶饮料
1.2,10g卫龙亲嘴烧香辣味,2017/6/3 03:34,D,非饮料,肉干/豆制品/蛋
6.0,78g合味道杯面香菇炖鸡风味,2017/6/3 04:44,D,非饮料,方便速食
2.4,20g咪咪虾条马来西亚风味,2017/6/3 04:47,D,非饮料,膨化食品
5.0,85g统一老坛酸菜牛肉面,2017/6/3 07:15,D,非饮料,方便速食
3.5,600ml可口可乐,2017/6/3 07:31,D,饮料,碳酸饮料
3.0,40g双汇玉米热狗肠,2017/6/3 07:55,D,非饮料,肉干/豆制品/蛋
5.0,85g统一老坛酸菜牛肉面,2017/6/3 07:58,D,非饮料,方便速食
