金额,商品,支付时间,地点,商品大类,商品二级类
3.0,70g乖媳妇野山泡椒凤爪,2017/6/6 18:58,B,非饮料,肉干/豆制品/蛋
3.0,无穷烤鸡小腿（蜂蜜）,2017/6/6 18:58,B,非饮料,肉干/豆制品/蛋
3.0,怡宝纯净水,2017/6/6 18:58,B,饮料,水
1.5,香豆干,2017/6/6 19:04,B,非饮料,肉干/豆制品/蛋
0.6,咪咪虾条马来西亚风味,2017/6/6 19:16,B,非饮料,膨化食品
3.0,怡宝纯净水,2017/6/6 20:14,B,饮料,水
2.5,145ml旺仔牛奶盒装,2017/6/6 20:17,B,饮料,乳制品
4.0,脉动,2017/6/6 20:27,B,饮料,功能饮料
3.0,无穷烤鸡小腿（蜂蜜）,2017/6/6 20:36,B,非饮料,肉干/豆制品/蛋
2.0,怡宝纯净水,2017/6/6 20:40,B,饮料,水
4.5,250ml燕塘红枣牛奶,2017/6/6 20:55,B,饮料,乳制品
4.0,450ml美汁源果粒橙,2017/6/6 20:57,B,饮料,果蔬饮料
3.0,雪碧（500ml）,2017/6/6 21:05,B,饮料,碳酸饮料
5.0,268ml雀巢咖啡丝滑拿铁,2017/6/6 21:13,B,饮料,咖啡
3.0,怡宝纯净水,2017/6/6 21:18,B,饮料,水
3.5,东鹏特饮,2017/6/6 21:37,B,饮料,功能饮料
3.0,58g丽芝士纳宝帝奶酪威化饼干,2017/6/6 22:01,B,非饮料,饼干糕点
4.0,统一冰红茶,2017/6/6 22:01,B,饮料,茶饮料
2.5,145ml旺仔牛奶盒装,2017/6/6 22:48,B,饮料,乳制品
6.5,250ml红牛,2017/6/6 22:48,B,饮料,功能饮料
3.0,250ml维他柠檬茶,2017/6/6 22:48,B,饮料,茶饮料
7.0,合味道（浓猪骨）,2017/6/6 22:48,B,非饮料,方便速食
3.0,怡宝纯净水,2017/6/6 22:48,B,饮料,水
5.5,85g统一老坛酸菜牛肉面,2017/6/6 22:49,B,非饮料,方便速食
4.0,果粒橙,2017/6/6 22:49,B,饮料,果蔬饮料
6.5,430g泰奇八宝粥,2017/6/6 22:53,B,非饮料,方便速食
3.5,统一冰红茶,2017/6/6 22:53,B,饮料,茶饮料
6.5,91g徐福记凤梨酥,2017/6/6 23:07,B,非饮料,饼干糕点
3.0,70g乖媳妇野山泡椒凤爪,2017/6/6 23:08,B,非饮料,肉干/豆制品/蛋
3.0,无穷烤鸡小腿（蜂蜜）,2017/6/6 23:19,B,非饮料,肉干/豆制品/蛋
4.5,40g乐事美国经典原味,2017/6/7 00:06,B,非饮料,膨化食品
4.0,果粒橙,2017/6/7 00:06,B,饮料,果蔬饮料
6.0,370g泰奇八宝粥,2017/6/7 00:21,B,非饮料,方便速食
1.5,40g双汇玉米热狗肠,2017/6/7 01:07,B,非饮料,肉干/豆制品/蛋
3.6,32g卫龙亲嘴烧红烧牛肉味,2017/6/7 01:40,B,非饮料,肉干/豆制品/蛋
4.0,500ml统一阿萨姆奶茶,2017/6/7 02:08,B,饮料,茶饮料
1.5,40g双汇玉米热狗肠,2017/6/7 03:07,B,非饮料,肉干/豆制品/蛋
4.5,65g卫龙亲嘴豆皮,2017/6/7 03:16,B,非饮料,肉干/豆制品/蛋
4.5,250ml燕塘原味酸奶,2017/6/7 07:32,B,饮料,乳制品
1.5,鸭翅,2017/6/7 07:49,B,非饮料,肉干/豆制品/蛋
1.5,40g双汇玉米热狗肠,2017/6/7 07:55,B,非饮料,肉干/豆制品/蛋
1.5,鸭翅,2017/6/7 07:55,B,非饮料,肉干/豆制品/蛋
2.0,伊利优酸乳,2017/6/7 07:57,B,饮料,乳制品
2.5,30g无穷农场盐_鸡蛋,2017/6/7 08:02,B,非饮料,肉干/豆制品/蛋
2.5,伊利优酸乳,2017/6/7 08:03,B,饮料,乳制品
7.0,340ml蒙牛优益C乳酸菌,2017/6/7 08:18,B,饮料,乳制品
5.5,268ml雀巢咖啡丝滑拿铁,2017/6/7 08:59,B,饮料,咖啡
4.5,脉动,2017/6/7 08:59,B,饮料,功能饮料
4.0,统一冰红茶,2017/6/7 09:33,B,饮料,茶饮料
15.0,口味王槟榔（红）,2017/6/7 09:41,B,非饮料,蜜饯/果干
3.0,统一绿茶,2017/6/7 10:09,B,饮料,茶饮料
4.0,银鹭八宝粥,2017/6/7 12:06,B,饮料,方便速食
4.0,营养快线,2017/6/7 12:07,B,饮料,乳制品
3.5,东鹏特饮,2017/6/7 12:08,B,饮料,功能饮料
4.5,78g卫龙亲嘴语辣条,2017/6/7 12:10,B,非饮料,肉干/豆制品/蛋
3.5,40g上好佳日式鱼果,2017/6/7 12:11,B,非饮料,膨化食品
4.8,诗竹竹纤维面巾纸,2017/6/7 12:12,B,非饮料,纸巾
4.5,250ml燕塘甜牛奶,2017/6/7 12:13,B,饮料,乳制品
6.0,红牛,2017/6/7 12:13,B,饮料,功能饮料
5.0,天地一号,2017/6/7 12:19,B,饮料,果蔬饮料
4.5,250ml燕塘甜牛奶,2017/6/7 12:23,B,饮料,乳制品
1.6,2g韩国海牌海苔,2017/6/7 12:25,B,非饮料,海味零食
1.5,40g双汇玉米热狗肠,2017/6/7 12:29,B,非饮料,肉干/豆制品/蛋
3.0,怡宝纯净水,2017/6/7 12:29,B,饮料,水
15.0,口味王槟榔（红）,2017/6/7 12:40,B,非饮料,蜜饯/果干
4.0,王老吉（500ml）,2017/6/7 13:00,B,饮料,茶饮料
3.0,怡宝纯净水,2017/6/7 13:25,B,饮料,水
1.2,手撕素肉排,2017/6/7 13:28,B,非饮料,肉干/豆制品/蛋
6.5,91g徐福记凤梨酥,2017/6/7 14:01,B,非饮料,饼干糕点
1.0,小鱼仔,2017/6/7 14:59,B,非饮料,海味零食
3.5,统一绿茶,2017/6/7 15:05,B,饮料,茶饮料
1.5,香豆干,2017/6/7 15:17,B,非饮料,肉干/豆制品/蛋
5.4,32g卫龙亲嘴烧红烧牛肉味,2017/6/7 15:33,B,非饮料,肉干/豆制品/蛋
3.0,怡宝纯净水,2017/6/7 15:33,B,饮料,水
4.0,85g新麦潮北海道吐司,2017/6/7 15:58,B,非饮料,饼干糕点
5.5,268ml雀巢咖啡丝滑拿铁,2017/6/7 16:01,B,饮料,咖啡
3.0,怡宝纯净水,2017/6/7 16:23,B,饮料,水
5.0,王老吉（500ml）,2017/6/7 16:36,B,饮料,茶饮料
3.0,统一冰红茶,2017/6/7 16:38,B,饮料,茶饮料
3.5,王老吉（罐）,2017/6/7 16:39,B,饮料,茶饮料
4.5,营养快线,2017/6/7 16:49,B,饮料,乳制品
1.5,鸭翅,2017/6/7 17:35,B,非饮料,肉干/豆制品/蛋
3.0,13g无穷烤鸡小腿蜂蜜味,2017/6/7 17:48,B,非饮料,肉干/豆制品/蛋
6.5,250ml红牛,2017/6/7 17:53,B,饮料,功能饮料
3.5,东鹏特饮,2017/6/7 18:22,B,饮料,功能饮料
3.0,40g双汇玉米热狗肠,2017/6/7 18:26,B,非饮料,肉干/豆制品/蛋
3.0,250ml维他柠檬茶,2017/6/7 18:37,B,饮料,茶饮料
0.8,20g咪咪虾条马来西亚风味,2017/6/7 20:25,B,非饮料,膨化食品
2.0,85g新麦潮北海道吐司,2017/6/7 20:33,B,非饮料,饼干糕点
4.5,营养快线,2017/6/7 20:35,B,饮料,乳制品
4.0,银鹭八宝粥,2017/6/7 20:38,B,饮料,方便速食
4.5,40g乐事美国经典原味,2017/6/7 21:01,B,非饮料,膨化食品
5.0,145ml旺仔牛奶盒装,2017/6/7 21:04,B,饮料,乳制品
3.5,雪碧（500ml）,2017/6/7 21:04,B,饮料,碳酸饮料
4.0,果粒橙,2017/6/7 21:06,B,饮料,果蔬饮料
1.5,40g双汇玉米热狗肠,2017/6/7 21:52,B,非饮料,肉干/豆制品/蛋
3.0,芬达330ml,2017/6/7 21:52,B,饮料,碳酸饮料
3.0,统一冰红茶,2017/6/7 21:57,B,饮料,茶饮料
4.0,600ml脉动青柠,2017/6/7 22:06,B,饮料,功能饮料
2.5,145ml旺仔牛奶盒装,2017/6/7 22:10,B,饮料,乳制品
3.0,雪碧最新款,2017/6/7 22:10,B,饮料,碳酸饮料
5.0,营养快线,2017/6/7 22:33,B,饮料,乳制品
3.5,东鹏特饮,2017/6/7 23:03,B,饮料,功能饮料
3.0,250ml维他奶低糖原味,2017/6/7 23:05,B,饮料,植物蛋白
6.0,红牛,2017/6/7 23:05,B,饮料,功能饮料
4.0,阿萨姆奶茶,2017/6/7 23:10,B,饮料,茶饮料
1.6,2g韩国海牌海苔,2017/6/7 23:28,B,非饮料,海味零食
1.0,小鱼仔,2017/6/8 00:23,B,非饮料,海味零食
3.0,58g丽芝士纳宝帝奶酪威化饼干,2017/6/8 03:44,B,非饮料,饼干糕点
3.0,250ml维他柠檬茶,2017/6/8 07:43,B,饮料,茶饮料
3.5,东鹏特饮,2017/6/8 08:36,B,饮料,功能饮料
4.5,68g好丽友巧克力派2枚,2017/6/8 09:03,B,非饮料,饼干糕点
3.5,东鹏特饮,2017/6/8 09:03,B,饮料,功能饮料
4.5,250ML东鹏特饮,2017/6/8 09:05,B,饮料,功能饮料
3.5,85g新麦潮手撕面包（提子味）,2017/6/8 09:08,B,非饮料,饼干糕点
4.0,阿萨姆奶茶,2017/6/8 09:08,B,饮料,茶饮料
4.0,美汁源果粒橙,2017/6/8 09:08,B,饮料,果蔬饮料
2.5,250ml维他奶巧克力味,2017/6/8 09:21,B,饮料,植物蛋白
3.0,雪碧（500ml）,2017/6/8 09:24,B,饮料,碳酸饮料
0.5,10g卫龙亲嘴烧香辣味,2017/6/8 10:44,B,非饮料,肉干/豆制品/蛋
1.8,32g卫龙亲嘴烧,2017/6/8 10:53,B,非饮料,肉干/豆制品/蛋
4.5,250ml燕塘甜牛奶,2017/6/8 12:26,B,饮料,乳制品
4.5,脉动,2017/6/8 12:26,B,饮料,功能饮料
4.5,12g劲仔小鱼麻辣味,2017/6/8 12:43,B,非饮料,肉干/豆制品/蛋
4.5,500ml加多宝,2017/6/8 13:31,B,饮料,茶饮料
3.0,40g双汇玉米热狗肠,2017/6/8 13:33,B,非饮料,肉干/豆制品/蛋
3.5,可口可乐330ml,2017/6/8 13:33,B,饮料,碳酸饮料
1.8,32g卫龙亲嘴烧,2017/6/8 14:07,B,非饮料,肉干/豆制品/蛋
2.5,芬达330ml,2017/6/8 14:08,B,饮料,碳酸饮料
4.0,王老吉（罐）,2017/6/8 15:54,B,饮料,茶饮料
4.0,75g新麦潮天然酵母面包（北海道牛奶风味）,2017/6/8 16:02,B,非饮料,饼干糕点
3.0,雪碧330ml,2017/6/8 16:06,B,饮料,碳酸饮料
3.0,250ml维他柠檬茶,2017/6/8 16:10,B,饮料,茶饮料
5.0,营养快线,2017/6/8 16:10,B,饮料,乳制品
1.8,32g卫龙亲嘴烧红烧牛肉味,2017/6/8 16:11,B,非饮料,肉干/豆制品/蛋
2.0,85g新麦潮手撕面包（提子味）,2017/6/8 16:21,B,非饮料,饼干糕点
3.0,250ml维他原味豆奶,2017/6/8 16:22,B,饮料,植物蛋白
2.0,雪力矿泉水,2017/6/8 16:29,B,饮料,水
4.0,可口可乐（500ml）,2017/6/8 16:51,B,饮料,碳酸饮料
3.0,怡宝纯净水,2017/6/8 17:09,B,饮料,水
4.5,50g上好佳田园薯片番茄味,2017/6/8 17:15,B,非饮料,膨化食品
4.0,脉动,2017/6/8 18:17,B,饮料,功能饮料
3.0,怡宝纯净水,2017/6/8 18:33,B,饮料,水
2.5,30g无穷农场盐_鸡蛋,2017/6/8 18:36,B,非饮料,肉干/豆制品/蛋
3.5,阿萨姆奶茶,2017/6/8 19:27,B,饮料,茶饮料
4.5,78g卫龙亲嘴语辣条,2017/6/8 20:08,B,非饮料,肉干/豆制品/蛋
6.0,红牛,2017/6/8 20:09,B,饮料,功能饮料
6.0,86g合味道海鲜风味,2017/6/8 20:10,B,非饮料,方便速食
2.5,芬达330ml,2017/6/8 20:41,B,饮料,碳酸饮料
2.0,伊利优酸乳,2017/6/8 20:48,B,饮料,乳制品
4.0,王老吉（500ml）,2017/6/8 20:56,B,饮料,茶饮料
4.5,78g卫龙亲嘴语辣条,2017/6/8 21:15,B,非饮料,肉干/豆制品/蛋
3.5,600ml可口可乐,2017/6/8 22:52,B,饮料,碳酸饮料
3.0,统一冰红茶,2017/6/8 22:59,B,饮料,茶饮料
3.0,卫龙大面筋,2017/6/8 23:12,B,非饮料,肉干/豆制品/蛋
4.5,燕塘甜牛奶,2017/6/8 23:12,B,饮料,乳制品
0.8,20g咪咪虾条马来西亚风味,2017/6/9 03:38,B,非饮料,膨化食品
4.0,20g咪咪虾条马来西亚风味,2017/6/9 04:25,B,非饮料,膨化食品
3.0,卫龙大面筋,2017/6/9 04:46,B,非饮料,肉干/豆制品/蛋
3.0,40g双汇玉米热狗肠,2017/6/9 07:41,B,非饮料,肉干/豆制品/蛋
3.0,统一冰红茶,2017/6/9 07:41,B,饮料,茶饮料
4.5,50g上好佳田园薯片番茄味,2017/6/9 07:43,B,非饮料,膨化食品
6.5,250ml红牛,2017/6/9 08:35,B,饮料,功能饮料
5.5,205g伊利安慕希原味,2017/6/9 08:38,B,饮料,乳制品
3.0,卫龙大面筋,2017/6/9 08:51,B,非饮料,肉干/豆制品/蛋
3.0,卫龙大面筋,2017/6/9 09:19,B,非饮料,肉干/豆制品/蛋
3.0,250ml维他奶黑豆奶饮品,2017/6/9 10:03,B,饮料,植物蛋白
6.0,86g合味道海鲜风味,2017/6/9 10:11,B,非饮料,方便速食
4.5,250ml燕塘甜牛奶,2017/6/9 10:38,B,饮料,乳制品
4.5,55g奥利奥原味夹心饼干,2017/6/9 10:58,B,非饮料,饼干糕点
1.8,32g卫龙亲嘴烧,2017/6/9 12:23,B,非饮料,肉干/豆制品/蛋
3.0,可口可乐330ml,2017/6/9 12:29,B,饮料,碳酸饮料
3.0,可口可乐最新款,2017/6/9 13:38,B,饮料,碳酸饮料
2.5,伊利优酸乳,2017/6/9 14:06,B,饮料,乳制品
1.8,32g卫龙亲嘴烧,2017/6/9 14:07,B,非饮料,肉干/豆制品/蛋
4.5,好吃点,2017/6/9 14:15,B,非饮料,饼干糕点
3.0,芬达330ml,2017/6/9 14:16,B,饮料,碳酸饮料
6.0,330ml伊利畅意乳酸菌原味,2017/6/9 14:37,B,饮料,乳制品
5.5,70g乐事薯片（原味）,2017/6/9 14:38,B,非饮料,膨化食品
5.0,脉动,2017/6/9 15:05,B,饮料,功能饮料
4.5,250ml燕塘甜牛奶,2017/6/9 15:46,B,饮料,乳制品
4.0,145ml旺仔牛奶盒装,2017/6/9 15:54,B,饮料,乳制品
4.0,阿萨姆奶茶,2017/6/9 16:09,B,饮料,茶饮料
3.0,维他奶,2017/6/9 16:10,B,饮料,植物蛋白
4.0,150g健能酸奶原味,2017/6/9 16:19,B,饮料,乳制品
3.0,13g无穷烤鸡小腿蜂蜜味,2017/6/9 17:31,B,非饮料,肉干/豆制品/蛋
4.5,78g卫龙亲嘴语辣条,2017/6/9 17:49,B,非饮料,肉干/豆制品/蛋
1.8,32g卫龙亲嘴烧,2017/6/9 17:52,B,非饮料,肉干/豆制品/蛋
2.5,85g新麦潮北海道吐司,2017/6/9 17:58,B,非饮料,饼干糕点
1.5,2g韩国海牌海苔,2017/6/9 18:24,B,非饮料,海味零食
4.5,脉动,2017/6/9 19:03,B,饮料,功能饮料
4.5,80g香飘飘椰果奶茶原味,2017/6/9 19:07,B,饮料,茶饮料
4.5,78g卫龙亲嘴语辣条,2017/6/9 20:20,B,非饮料,肉干/豆制品/蛋
4.0,150g健能酸奶原味,2017/6/9 20:36,B,饮料,乳制品
59.4,180g统一满汉全席台式半筋半肉牛肉面,2017/6/9 20:42,B,非饮料,方便速食
4.0,85g新麦潮北海道吐司,2017/6/9 20:48,B,非饮料,饼干糕点
3.5,250ml燕塘甜牛奶,2017/6/9 21:10,B,饮料,乳制品
1.0,小鱼仔,2017/6/9 21:42,B,非饮料,海味零食
6.5,91g徐福记凤梨酥,2017/6/9 21:55,B,非饮料,饼干糕点
3.0,维他柠檬茶,2017/6/9 22:07,B,饮料,茶饮料
5.0,48g好丽友薯愿香烤原味,2017/6/10 01:14,B,非饮料,膨化食品
3.0,统一绿茶,2017/6/10 03:41,B,饮料,茶饮料
3.0,雪碧最新款,2017/6/10 07:33,B,饮料,碳酸饮料
3.5,250ml燕塘甜牛奶,2017/6/10 07:50,B,饮料,乳制品
3.5,85g新麦潮手撕面包（提子味）,2017/6/10 07:58,B,非饮料,饼干糕点
3.0,250ml维他奶巧克力味,2017/6/10 09:14,B,饮料,植物蛋白
3.5,东鹏特饮,2017/6/10 09:54,B,饮料,功能饮料
4.0,王老吉（罐）,2017/6/10 11:39,B,饮料,茶饮料
1.0,小鱼仔,2017/6/10 11:40,B,非饮料,海味零食
1.0,香豆干,2017/6/10 11:42,B,非饮料,肉干/豆制品/蛋
6.0,160g盼盼手撕面包,2017/6/10 12:08,B,非饮料,饼干糕点
4.0,85g新麦潮北海道吐司,2017/6/10 12:28,B,非饮料,饼干糕点
4.0,脉动,2017/6/10 12:48,B,饮料,功能饮料
4.5,85g嘉士利果乐果香夹心饼干蓝莓味,2017/6/10 13:43,B,非饮料,饼干糕点
4.0,脉动,2017/6/10 14:01,B,饮料,功能饮料
4.0,450ml美汁源果粒橙,2017/6/10 14:05,B,饮料,果蔬饮料
1.8,32g卫龙亲嘴烧,2017/6/10 14:43,B,非饮料,肉干/豆制品/蛋
5.0,85g统一老坛酸菜牛肉面,2017/6/10 14:52,B,非饮料,方便速食
8.0,68g多力多玉米片爆香热辣味,2017/6/10 15:39,B,非饮料,膨化食品
4.0,王老吉（500ml）,2017/6/10 15:42,B,饮料,茶饮料
3.0,怡宝纯净水,2017/6/10 15:55,B,饮料,水
2.5,可口可乐330ml,2017/6/10 16:28,B,饮料,碳酸饮料
1.5,香豆干,2017/6/10 17:01,B,非饮料,肉干/豆制品/蛋
3.0,75g新麦潮天然酵母面包（北海道牛奶风味）,2017/6/10 17:16,B,非饮料,饼干糕点
5.0,营养快线,2017/6/10 18:04,B,饮料,乳制品
2.5,145ml旺仔牛奶盒装,2017/6/10 18:17,B,饮料,乳制品
5.0,500ml农夫果园 (芒果+菠萝+番石榴),2017/6/10 22:00,B,饮料,果蔬饮料
4.0,营养快线,2017/6/11 00:00,B,饮料,乳制品
3.0,印尼芝士威化饼干,2017/6/11 00:34,B,非饮料,饼干糕点
3.0,13g无穷烤鸡小腿蜂蜜味,2017/6/11 02:59,B,非饮料,肉干/豆制品/蛋
5.5,205g伊利安慕希原味,2017/6/11 03:36,B,饮料,乳制品
4.0,500ml统一阿萨姆奶茶,2017/6/11 07:43,B,饮料,茶饮料
3.0,250ml维他原味豆奶,2017/6/11 08:17,B,饮料,植物蛋白
3.0,维他奶,2017/6/11 09:19,B,饮料,植物蛋白
5.0,13g无穷烤鸡小腿蜂蜜味,2017/6/11 10:24,B,非饮料,肉干/豆制品/蛋
3.5,85g新麦潮手撕面包（提子味）,2017/6/11 11:41,B,非饮料,饼干糕点
4.5,250ml燕塘甜牛奶,2017/6/11 12:01,B,饮料,乳制品
1.5,40g双汇玉米热狗肠,2017/6/11 12:14,B,非饮料,肉干/豆制品/蛋
2.5,百事可乐330ml,2017/6/11 12:14,B,饮料,碳酸饮料
9.0,50g马赛克手撕鱿鱼条,2017/6/11 12:19,B,非饮料,海味零食
2.5,伊利优酸乳,2017/6/11 12:28,B,饮料,乳制品
1.5,40g双汇玉米热狗肠,2017/6/11 12:47,B,非饮料,肉干/豆制品/蛋
5.0,85g统一老坛酸菜牛肉面,2017/6/11 12:55,B,非饮料,方便速食
1.0,好吃点小饼干,2017/6/11 12:56,B,非饮料,饼干糕点
2.8,250ml维他奶巧克力味,2017/6/11 13:12,B,饮料,植物蛋白
4.0,营养快线,2017/6/11 13:31,B,饮料,乳制品
2.0,5片装益达绿箭口香糖,2017/6/11 13:40,B,非饮料,糖果/巧克力
4.5,55g奥利奥原味夹心饼干,2017/6/11 14:17,B,非饮料,饼干糕点
2.0,75g新麦潮天然酵母面包（北海道牛奶风味）,2017/6/11 14:18,B,非饮料,饼干糕点
3.0,统一冰红茶,2017/6/11 14:18,B,饮料,茶饮料
4.5,250ml燕塘红枣牛奶,2017/6/11 14:31,B,饮料,乳制品
6.5,148g富甲一方紫薯仔,2017/6/11 14:47,B,非饮料,蜜饯/果干
5.5,268ml雀巢咖啡丝滑拿铁,2017/6/11 15:53,B,饮料,咖啡
2.0,怡宝纯净水,2017/6/11 16:07,B,饮料,水
5.0,110g顺宝九制话梅,2017/6/11 17:33,B,非饮料,蜜饯/果干
4.5,40g呀土豆番茄酱味,2017/6/11 17:36,B,非饮料,膨化食品
1.5,12g劲仔小鱼麻辣味,2017/6/11 17:41,B,非饮料,肉干/豆制品/蛋
4.0,85g新麦潮北海道吐司,2017/6/11 18:10,B,非饮料,饼干糕点
4.5,250ml燕塘原味酸奶,2017/6/11 18:11,B,饮料,乳制品
2.5,250ml维他奶巧克力味,2017/6/11 18:17,B,饮料,植物蛋白
3.5,85g新麦潮手撕面包（提子味）,2017/6/11 18:58,B,非饮料,饼干糕点
4.5,椰树牌椰汁,2017/6/11 19:44,B,饮料,植物蛋白
7.0,130g果王玉带蚕豆,2017/6/11 20:13,B,非饮料,坚果炒货
4.0,55g奥利奥原味芝士饼干,2017/6/11 20:23,B,非饮料,饼干糕点
4.0,王老吉（罐）,2017/6/11 20:33,B,饮料,茶饮料
5.0,85g统一老坛酸菜牛肉面,2017/6/11 21:15,B,非饮料,方便速食
6.5,70g乐事薯片黄瓜味,2017/6/11 21:52,B,非饮料,膨化食品
4.5,脉动,2017/6/11 22:30,B,饮料,功能饮料
3.0,卫龙大面筋,2017/6/11 22:43,B,非饮料,肉干/豆制品/蛋
4.0,450ml美汁源果粒橙,2017/6/11 22:44,B,饮料,果蔬饮料
5.5,330ml伊利畅意乳酸菌原味,2017/6/11 23:40,B,饮料,乳制品
4.0,脉动,2017/6/12 00:09,B,饮料,功能饮料
4.0,尖叫,2017/6/12 01:07,B,饮料,功能饮料
3.0,维他奶,2017/6/12 02:43,B,饮料,植物蛋白
4.0,450ml美汁源果粒橙,2017/6/12 03:01,B,饮料,果蔬饮料
4.5,40g乐事美国经典原味,2017/6/12 03:35,B,非饮料,膨化食品
3.0,250ml维他原味豆奶,2017/6/12 03:56,B,饮料,植物蛋白
4.0,王老吉（500ml）,2017/6/12 04:03,B,饮料,茶饮料
3.0,600ml可口可乐,2017/6/12 07:36,B,饮料,碳酸饮料
5.5,85g统一老坛酸菜牛肉面,2017/6/12 08:02,B,非饮料,方便速食
4.0,250ml燕塘甜牛奶,2017/6/12 09:12,B,饮料,乳制品
3.5,85g新麦潮手撕面包（提子味）,2017/6/12 09:24,B,非饮料,饼干糕点
4.5,营养快线,2017/6/12 10:18,B,饮料,乳制品
4.5,500ml加多宝,2017/6/12 11:07,B,饮料,茶饮料
2.5,30g无穷农场盐_鸡蛋,2017/6/12 12:08,B,非饮料,肉干/豆制品/蛋
4.0,银鹭八宝粥,2017/6/12 12:17,B,饮料,方便速食
5.0,110g顺宝九制话梅,2017/6/12 12:25,B,非饮料,蜜饯/果干
4.5,78g卫龙亲嘴语辣条,2017/6/12 13:24,B,非饮料,肉干/豆制品/蛋
6.5,250ml红牛,2017/6/12 14:59,B,饮料,功能饮料
1.5,40g双汇玉米热狗肠,2017/6/12 15:21,B,非饮料,肉干/豆制品/蛋
3.0,600ml可口可乐,2017/6/12 15:50,B,饮料,碳酸饮料
4.5,250ml燕塘原味酸奶,2017/6/12 15:51,B,饮料,乳制品
1.0,好吃点小饼干,2017/6/12 15:52,B,非饮料,饼干糕点
4.5,12g劲仔小鱼麻辣味,2017/6/12 16:02,B,非饮料,肉干/豆制品/蛋
2.5,30g无穷农场盐_鸡蛋,2017/6/12 16:12,B,非饮料,肉干/豆制品/蛋
3.0,250ml维他柠檬茶,2017/6/12 16:50,B,饮料,茶饮料
2.0,怡宝纯净水,2017/6/12 17:15,B,饮料,水
2.4,20g咪咪虾条马来西亚风味,2017/6/12 17:50,B,非饮料,膨化食品
4.5,68g好丽友蛋黄派2枚,2017/6/12 17:57,B,非饮料,饼干糕点
6.5,250ml红牛,2017/6/12 18:09,B,饮料,功能饮料
4.0,银鹭八宝粥,2017/6/12 18:24,B,饮料,方便速食
4.5,12g劲仔小鱼麻辣味,2017/6/12 18:28,B,非饮料,肉干/豆制品/蛋
2.0,85g新麦潮手撕面包（提子味）,2017/6/12 19:01,B,非饮料,饼干糕点
7.0,40g卫龙点心面黑椒牛排味,2017/6/12 19:03,B,非饮料,肉干/豆制品/蛋
1.5,40g双汇玉米热狗肠,2017/6/12 20:19,B,非饮料,肉干/豆制品/蛋
4.0,阿萨姆煎茶奶绿,2017/6/12 20:19,B,饮料,茶饮料
1.5,2g韩国海牌海苔,2017/6/12 20:34,B,非饮料,海味零食
1.5,40g双汇玉米热狗肠,2017/6/12 21:41,B,非饮料,肉干/豆制品/蛋
4.5,68g好丽友蛋黄派2枚,2017/6/12 21:42,B,非饮料,饼干糕点
3.5,85g新麦潮手撕面包（提子味）,2017/6/12 21:43,B,非饮料,饼干糕点
12.5,100g*5瓶益力多,2017/6/12 22:31,B,饮料,乳制品
3.5,250ml燕塘甜牛奶,2017/6/12 23:14,B,饮料,乳制品
3.0,250ml维他原味豆奶,2017/6/12 23:30,B,饮料,植物蛋白
4.5,40g呀土豆番茄酱味,2017/6/13 02:06,B,非饮料,膨化食品
3.6,600ml雪碧,2017/6/13 03:59,B,饮料,碳酸饮料
3.5,85g新麦潮手撕面包（提子味）,2017/6/13 09:43,B,非饮料,饼干糕点
4.0,75g新麦潮天然酵母面包（北海道牛奶风味）,2017/6/13 10:23,B,非饮料,饼干糕点
2.5,30g元朗小蛋卷,2017/6/13 10:42,B,非饮料,饼干糕点
3.8,110g顺宝九制话梅,2017/6/13 11:00,B,非饮料,蜜饯/果干
5.0,85g统一老坛酸菜牛肉面,2017/6/13 11:05,B,非饮料,方便速食
1.5,40g双汇玉米热狗肠,2017/6/13 11:06,B,非饮料,肉干/豆制品/蛋
4.0,营养快线,2017/6/13 11:06,B,饮料,乳制品
3.0,统一冰红茶,2017/6/13 12:14,B,饮料,茶饮料
1.8,20g马来西亚风味咪咪蟹味粒0219,2017/6/13 12:37,B,非饮料,膨化食品
0.6,20g马来西亚风味咪咪蟹味粒0219,2017/6/13 13:19,B,非饮料,膨化食品
4.5,80g香飘飘椰果奶茶原味,2017/6/13 13:36,B,饮料,茶饮料
3.0,维他奶,2017/6/13 13:40,B,饮料,植物蛋白
2.0,75g新麦潮天然酵母面包（北海道牛奶风味）,2017/6/13 14:10,B,非饮料,饼干糕点
2.5,30g无穷农场盐_鸡蛋,2017/6/13 15:18,B,非饮料,肉干/豆制品/蛋
2.0,145ml旺仔牛奶盒装,2017/6/13 15:36,B,饮料,乳制品
36.0,260g马来西亚进口茱蒂丝口口香饼干,2017/6/13 15:37,B,非饮料,饼干糕点
4.5,脉动,2017/6/13 16:34,B,饮料,功能饮料
1.5,45g双汇泡面拍挡,2017/6/13 16:59,B,非饮料,肉干/豆制品/蛋
4.5,燕塘甜牛奶,2017/6/13 17:31,B,饮料,乳制品
3.0,怡宝纯净水,2017/6/13 17:31,B,饮料,水
3.5,500ml康师傅冰糖雪梨,2017/6/13 17:37,B,饮料,果蔬饮料
1.6,2g韩国海牌海苔,2017/6/13 17:42,B,非饮料,海味零食
4.5,250ml燕塘原味酸奶,2017/6/13 17:45,B,饮料,乳制品
4.0,75g新麦潮天然酵母面包（北海道牛奶风味）,2017/6/13 17:46,B,非饮料,饼干糕点
9.0,225g味之不规则饼干芝士味,2017/6/13 17:48,B,非饮料,饼干糕点
