金额,商品,支付时间,地点,商品大类,商品二级类
1.5,12g劲仔小鱼麻辣味,2017/6/3 01:19,A,非饮料,肉干/豆制品/蛋
3.0,250ml维他原味豆奶,2017/6/3 03:10,A,饮料,植物蛋白
4.5,52g旺旺仙贝,2017/6/3 03:53,A,非饮料,膨化食品
2.0,香脆肠,2017/6/3 04:43,A,非饮料,肉干/豆制品/蛋
1.8,32g卫龙亲嘴烧,2017/6/3 07:30,A,非饮料,肉干/豆制品/蛋
0.8,20g马来西亚风味咪咪蟹味粒0219,2017/6/3 07:32,A,非饮料,膨化食品
4.5,250ml燕塘红枣牛奶,2017/6/3 07:54,A,饮料,乳制品
4.5,250ml燕塘原味酸奶,2017/6/3 09:01,A,饮料,乳制品
2.0,85g新麦潮手撕面包（提子味）,2017/6/3 09:02,A,非饮料,饼干糕点
1.0,小鱼仔,2017/6/3 09:05,A,非饮料,海味零食
4.5,脉动,2017/6/3 09:06,A,饮料,功能饮料
3.0,40g双汇玉米热狗肠,2017/6/3 09:09,A,非饮料,肉干/豆制品/蛋
1.0,小鱼仔,2017/6/3 09:50,A,非饮料,海味零食
3.0,250ml维他原味豆奶,2017/6/3 10:48,A,饮料,植物蛋白
3.0,可口可乐最新款,2017/6/3 10:48,A,饮料,碳酸饮料
4.5,250ml燕塘甜牛奶,2017/6/3 11:30,A,饮料,乳制品
4.5,脉动,2017/6/3 11:41,A,饮料,功能饮料
6.0,160g盼盼手撕面包,2017/6/3 11:47,A,非饮料,饼干糕点
3.0,可口可乐最新款,2017/6/3 11:48,A,饮料,碳酸饮料
6.5,430g泰奇八宝粥,2017/6/3 11:57,A,非饮料,方便速食
5.0,天地一号,2017/6/3 12:47,A,饮料,果蔬饮料
1.5,香豆干,2017/6/3 13:22,A,非饮料,肉干/豆制品/蛋
4.5,250ml燕塘原味酸奶,2017/6/3 13:24,A,饮料,乳制品
0.8,20g咪咪虾条马来西亚风味,2017/6/3 13:31,A,非饮料,膨化食品
2.0,怡宝纯净水,2017/6/3 13:31,A,饮料,水
3.0,250ml维他奶巧克力味,2017/6/3 13:41,A,饮料,植物蛋白
6.0,268ml雀巢咖啡丝滑拿铁,2017/6/3 14:15,A,饮料,咖啡
3.0,伊利纯牛奶,2017/6/3 14:20,A,饮料,乳制品
4.5,250ml燕塘红枣牛奶,2017/6/3 14:27,A,饮料,乳制品
1.5,鸭翅,2017/6/3 14:36,A,非饮料,肉干/豆制品/蛋
4.5,250ml燕塘红枣牛奶,2017/6/3 14:39,A,饮料,乳制品
3.5,维他奶黑豆奶饮品,2017/6/3 14:40,A,饮料,植物蛋白
3.0,统一绿茶,2017/6/3 14:47,A,饮料,茶饮料
3.0,果粒橙,2017/6/3 15:49,A,饮料,果蔬饮料
3.5,70g乖媳妇野山泡椒凤爪,2017/6/3 16:00,A,非饮料,肉干/豆制品/蛋
15.0,口味王槟榔（红）,2017/6/3 16:18,A,非饮料,蜜饯/果干
3.5,果粒橙,2017/6/3 16:24,A,饮料,果蔬饮料
2.0,怡宝纯净水,2017/6/3 16:36,A,饮料,水
4.0,营养快线,2017/6/3 16:37,A,饮料,乳制品
6.0,370g泰奇八宝粥,2017/6/3 16:38,A,非饮料,方便速食
4.0,营养快线,2017/6/3 16:44,A,饮料,乳制品
4.5,燕塘甜牛奶,2017/6/3 17:10,A,饮料,乳制品
3.0,250ml维他原味豆奶,2017/6/3 19:12,A,饮料,植物蛋白
4.0,阿萨姆煎茶奶绿,2017/6/3 20:19,A,饮料,茶饮料
2.5,伊利优酸乳,2017/6/3 20:28,A,饮料,乳制品
1.2,康师傅矿泉水,2017/6/3 21:22,A,饮料,水
4.0,王老吉（罐）,2017/6/3 21:24,A,饮料,茶饮料
1.8,32g卫龙亲嘴烧,2017/6/3 21:32,A,非饮料,肉干/豆制品/蛋
3.0,250ml维他原味豆奶,2017/6/3 21:48,A,饮料,植物蛋白
3.5,东鹏特饮,2017/6/3 21:48,A,饮料,功能饮料
5.0,48g好丽友薯愿香烤原味,2017/6/3 23:25,A,非饮料,膨化食品
4.0,450ml美汁源果粒橙,2017/6/4 07:35,A,饮料,果蔬饮料
4.5,50g上好佳日式鱼果,2017/6/4 08:00,A,非饮料,膨化食品
1.0,香脆肠,2017/6/4 08:12,A,非饮料,肉干/豆制品/蛋
4.5,65g卫龙亲嘴豆皮,2017/6/4 08:53,A,非饮料,肉干/豆制品/蛋
1.0,香脆肠,2017/6/4 08:59,A,非饮料,肉干/豆制品/蛋
2.4,20g咪咪虾条马来西亚风味,2017/6/4 09:02,A,非饮料,膨化食品
4.0,果粒橙,2017/6/4 09:02,A,饮料,果蔬饮料
4.0,脉动,2017/6/4 09:29,A,饮料,功能饮料
3.0,13g无穷烤鸡小腿蜂蜜味,2017/6/4 09:36,A,非饮料,肉干/豆制品/蛋
3.0,250ml维他奶巧克力味,2017/6/4 10:15,A,饮料,植物蛋白
2.5,30g无穷农场盐_鸡蛋,2017/6/4 10:33,A,非饮料,肉干/豆制品/蛋
4.0,营养快线,2017/6/4 11:16,A,饮料,乳制品
4.5,250ML东鹏特饮,2017/6/4 11:53,A,饮料,功能饮料
3.5,600ml雪碧,2017/6/4 12:02,A,饮料,碳酸饮料
4.5,40g乐事薯片墨西哥鸡汁番茄味,2017/6/4 12:03,A,非饮料,膨化食品
3.0,可口可乐（500ml）,2017/6/4 12:31,A,饮料,碳酸饮料
5.4,32g卫龙亲嘴烧,2017/6/4 12:37,A,非饮料,肉干/豆制品/蛋
2.4,20g咪咪虾条马来西亚风味,2017/6/4 12:44,A,非饮料,膨化食品
2.5,30g无穷农场盐_鸡蛋,2017/6/4 12:44,A,非饮料,肉干/豆制品/蛋
3.0,13g无穷烤鸡小腿蜂蜜味,2017/6/4 12:46,A,非饮料,肉干/豆制品/蛋
2.5,百事可乐330ml,2017/6/4 14:50,A,饮料,碳酸饮料
3.0,百事可乐500ml,2017/6/4 14:52,A,饮料,碳酸饮料
3.0,40g双汇玉米热狗肠,2017/6/4 14:55,A,非饮料,肉干/豆制品/蛋
5.5,205g伊利安慕希原味,2017/6/4 15:05,A,饮料,乳制品
2.4,20g咪咪虾条马来西亚风味,2017/6/4 15:05,A,非饮料,膨化食品
4.0,营养快线,2017/6/4 15:05,A,饮料,乳制品
6.5,100g果王咸柑桔罐装,2017/6/4 15:11,A,非饮料,蜜饯/果干
5.5,统一来一桶香辣老坛酸菜牛肉面,2017/6/4 15:13,A,非饮料,方便速食
7.0,150g洽洽原香瓜子,2017/6/4 15:16,A,非饮料,坚果炒货
4.0,乐虎,2017/6/4 15:37,A,饮料,功能饮料
3.0,统一冰红茶,2017/6/4 15:43,A,饮料,茶饮料
4.5,78g卫龙亲嘴语辣条,2017/6/4 15:53,A,非饮料,肉干/豆制品/蛋
4.5,脉动,2017/6/4 15:54,A,饮料,功能饮料
3.0,13g无穷烤鸡小腿蜂蜜味,2017/6/4 16:09,A,非饮料,肉干/豆制品/蛋
1.6,20g马来西亚风味咪咪蟹味粒0219,2017/6/4 16:10,A,非饮料,膨化食品
3.0,果粒橙,2017/6/4 16:11,A,饮料,果蔬饮料
0.8,20g咪咪虾条马来西亚风味,2017/6/4 16:17,A,非饮料,膨化食品
3.0,250ml维他原味豆奶,2017/6/4 16:17,A,饮料,植物蛋白
3.0,85g新麦潮北海道吐司,2017/6/4 16:17,A,非饮料,饼干糕点
3.0,统一冰红茶,2017/6/4 16:17,A,饮料,茶饮料
1.0,20g咪咪虾条马来西亚风味,2017/6/4 16:18,A,非饮料,膨化食品
4.5,椰树牌椰汁,2017/6/4 16:35,A,饮料,植物蛋白
4.0,营养快线,2017/6/4 16:37,A,饮料,乳制品
4.0,营养快线,2017/6/4 16:45,A,饮料,乳制品
3.5,雪碧（500ml）,2017/6/4 16:57,A,饮料,碳酸饮料
1.0,香脆肠,2017/6/4 17:06,A,非饮料,肉干/豆制品/蛋
0.8,20g咪咪虾条马来西亚风味,2017/6/4 17:22,A,非饮料,膨化食品
5.5,268ml雀巢咖啡丝滑拿铁,2017/6/4 17:22,A,饮料,咖啡
25.0,芙蓉王,2017/6/4 17:22,A,非饮料,香烟
2.5,145ml旺仔牛奶盒装,2017/6/4 17:59,A,饮料,乳制品
4.0,145ml旺仔牛奶盒装,2017/6/4 18:21,A,饮料,乳制品
1.8,32g卫龙亲嘴烧,2017/6/4 18:23,A,非饮料,肉干/豆制品/蛋
4.0,阿萨姆奶茶,2017/6/4 18:23,A,饮料,茶饮料
2.5,30g无穷农场盐_鸡蛋,2017/6/4 18:27,A,非饮料,肉干/豆制品/蛋
5.0,268ml雀巢咖啡丝滑拿铁,2017/6/4 18:52,A,饮料,咖啡
4.0,营养快线,2017/6/4 18:52,A,饮料,乳制品
3.0,雪碧（500ml）,2017/6/4 19:07,A,饮料,碳酸饮料
1.5,45g双汇泡面拍挡,2017/6/4 19:29,A,非饮料,肉干/豆制品/蛋
3.0,250ml维他原味豆奶,2017/6/4 19:35,A,饮料,植物蛋白
3.0,卫龙大面筋,2017/6/4 19:35,A,非饮料,肉干/豆制品/蛋
1.5,鸭翅,2017/6/4 19:43,A,非饮料,肉干/豆制品/蛋
15.0,口味王槟榔（红）,2017/6/4 19:51,A,非饮料,蜜饯/果干
12.5,100g*5瓶益力多,2017/6/4 20:01,A,饮料,乳制品
4.0,阿萨姆奶茶,2017/6/4 20:01,A,饮料,茶饮料
4.5,600ml脉动青柠,2017/6/4 20:02,A,饮料,功能饮料
4.5,250ml燕塘红枣牛奶,2017/6/4 20:11,A,饮料,乳制品
1.5,鸭翅,2017/6/4 20:12,A,非饮料,肉干/豆制品/蛋
2.5,30g无穷农场盐_鸡蛋,2017/6/4 21:52,A,非饮料,肉干/豆制品/蛋
2.0,怡宝纯净水,2017/6/4 22:12,A,饮料,水
6.5,91g徐福记凤梨酥,2017/6/4 22:24,A,非饮料,饼干糕点
4.5,250ml燕塘甜牛奶,2017/6/4 23:17,A,饮料,乳制品
3.5,东鹏特饮,2017/6/4 23:18,A,饮料,功能饮料
3.0,百事可乐330ml,2017/6/4 23:20,A,饮料,碳酸饮料
10.0,湘潭铺子(羽泉版),2017/6/4 23:26,A,非饮料,蜜饯/果干
3.0,百事可乐330ml,2017/6/4 23:34,A,饮料,碳酸饮料
4.5,68g好丽友蛋黄派2枚,2017/6/4 23:35,A,非饮料,饼干糕点
5.5,205g伊利安慕希原味,2017/6/5 00:39,A,饮料,乳制品
3.0,250ml维他柠檬茶,2017/6/5 03:32,A,饮料,茶饮料
4.5,250ml燕塘红枣牛奶,2017/6/5 07:40,A,饮料,乳制品
3.0,可口可乐（500ml）,2017/6/5 09:01,A,饮料,碳酸饮料
4.0,脉动,2017/6/5 09:04,A,饮料,功能饮料
2.5,怡宝纯净水,2017/6/5 09:26,A,饮料,水
4.0,王老吉（500ml）,2017/6/5 09:37,A,饮料,茶饮料
3.0,百事可乐500ml,2017/6/5 09:38,A,饮料,碳酸饮料
3.0,卫龙大面筋,2017/6/5 09:55,A,非饮料,肉干/豆制品/蛋
4.5,250ml燕塘原味酸奶,2017/6/5 10:20,A,饮料,乳制品
3.5,34g公仔迷你杯牛肉味,2017/6/5 10:34,A,非饮料,方便速食
4.0,营养快线,2017/6/5 10:50,A,饮料,乳制品
4.0,阿萨姆奶茶,2017/6/5 10:59,A,饮料,茶饮料
4.0,阿萨姆奶茶,2017/6/5 11:56,A,饮料,茶饮料
4.0,银鹭八宝粥,2017/6/5 12:02,A,饮料,方便速食
4.0,85g新麦潮北海道吐司,2017/6/5 12:05,A,非饮料,饼干糕点
3.0,统一冰红茶,2017/6/5 12:15,A,饮料,茶饮料
5.0,145ml旺仔牛奶盒装,2017/6/5 12:18,A,饮料,乳制品
4.5,椰树牌椰汁,2017/6/5 12:22,A,饮料,植物蛋白
3.0,维他奶,2017/6/5 12:26,A,饮料,植物蛋白
0.8,咪咪虾条马来西亚风味,2017/6/5 12:30,A,非饮料,膨化食品
3.0,统一绿茶,2017/6/5 12:36,A,饮料,茶饮料
4.0,好吃点,2017/6/5 12:41,A,非饮料,饼干糕点
3.0,统一绿茶,2017/6/5 13:03,A,饮料,茶饮料
3.0,伊利纯牛奶,2017/6/5 13:20,A,饮料,乳制品
4.0,脉动,2017/6/5 13:21,A,饮料,功能饮料
5.0,110g顺宝九制话梅,2017/6/5 13:55,A,非饮料,蜜饯/果干
4.0,阿萨姆奶茶,2017/6/5 14:15,A,饮料,茶饮料
1.5,香豆干,2017/6/5 14:29,A,非饮料,肉干/豆制品/蛋
4.5,脉动,2017/6/5 14:45,A,饮料,功能饮料
3.0,250ml维他柠檬茶,2017/6/5 14:54,A,饮料,茶饮料
3.0,果粒橙,2017/6/5 14:54,A,饮料,果蔬饮料
3.5,东鹏特饮,2017/6/5 14:57,A,饮料,功能饮料
3.5,600ml雪碧,2017/6/5 15:54,A,饮料,碳酸饮料
2.0,怡宝纯净水,2017/6/5 15:55,A,饮料,水
3.0,威化饼干,2017/6/5 16:08,A,非饮料,饼干糕点
3.5,东鹏特饮,2017/6/5 16:09,A,饮料,功能饮料
1.0,香豆干,2017/6/5 16:20,A,非饮料,肉干/豆制品/蛋
3.0,统一冰红茶,2017/6/5 16:31,A,饮料,茶饮料
1.5,鸭翅,2017/6/5 16:33,A,非饮料,肉干/豆制品/蛋
2.5,可口可乐330ml,2017/6/5 16:46,A,饮料,碳酸饮料
6.0,330ml伊利畅意乳酸菌原味,2017/6/5 16:55,A,饮料,乳制品
1.5,鸭翅,2017/6/5 17:03,A,非饮料,肉干/豆制品/蛋
3.5,85g新麦潮手撕面包（提子味）,2017/6/5 17:25,A,非饮料,饼干糕点
2.5,芬达330ml,2017/6/5 17:39,A,饮料,碳酸饮料
1.0,香豆干,2017/6/5 17:42,A,非饮料,肉干/豆制品/蛋
4.5,600ml脉动青柠,2017/6/5 17:53,A,饮料,功能饮料
3.0,雪碧（500ml）,2017/6/5 17:58,A,饮料,碳酸饮料
4.0,银鹭八宝粥,2017/6/5 18:27,A,饮料,方便速食
1.5,12g劲仔小鱼麻辣味,2017/6/5 18:29,A,非饮料,肉干/豆制品/蛋
11.8,37.5g费列罗榛果威化巧克力3颗,2017/6/5 18:41,A,非饮料,糖果/巧克力
6.5,250ml红牛,2017/6/5 18:48,A,饮料,功能饮料
3.5,东鹏特饮,2017/6/5 18:49,A,饮料,功能饮料
4.0,阿萨姆奶茶,2017/6/5 18:53,A,饮料,茶饮料
3.0,印尼芝士威化饼干,2017/6/5 18:55,A,非饮料,饼干糕点
4.0,奥利奥原味芝士,2017/6/5 20:03,A,非饮料,饼干糕点
4.0,营养快线,2017/6/5 20:05,A,饮料,乳制品
1.5,12g劲仔小鱼麻辣味,2017/6/5 20:06,A,非饮料,肉干/豆制品/蛋
4.0,营养快线,2017/6/5 20:42,A,饮料,乳制品
3.0,58g丽芝士纳宝帝奶酪威化饼干,2017/6/5 21:02,A,非饮料,饼干糕点
5.8,205ml安慕希蓝莓味,2017/6/5 21:05,A,饮料,乳制品
3.5,果粒橙,2017/6/5 21:35,A,饮料,果蔬饮料
3.0,可口可乐（500ml）,2017/6/5 21:47,A,饮料,碳酸饮料
4.0,75g新麦潮天然酵母面包（北海道牛奶风味）,2017/6/5 21:49,A,非饮料,饼干糕点
3.0,70g乖媳妇野山泡椒凤爪,2017/6/5 21:52,A,非饮料,肉干/豆制品/蛋
2.5,30g无穷农场盐_鸡蛋,2017/6/5 22:03,A,非饮料,肉干/豆制品/蛋
1.5,45g双汇泡面拍挡,2017/6/5 22:57,A,非饮料,肉干/豆制品/蛋
6.5,250ml红牛,2017/6/5 23:09,A,饮料,功能饮料
3.0,统一绿茶,2017/6/5 23:10,A,饮料,茶饮料
7.0,优益C活菌型乳酸菌饮品,2017/6/5 23:14,A,饮料,乳制品
3.0,58g丽芝士纳宝帝奶酪威化饼干,2017/6/5 23:28,A,非饮料,饼干糕点
5.0,500ml统一阿萨姆奶茶,2017/6/6 00:00,A,饮料,茶饮料
3.0,卫龙大面筋,2017/6/6 00:00,A,非饮料,肉干/豆制品/蛋
4.5,40g呀土豆番茄酱味,2017/6/6 00:38,A,非饮料,膨化食品
3.0,10g越南LIPO奶味面包干0046,2017/6/6 02:23,A,非饮料,饼干糕点
3.2,2g韩国海牌海苔,2017/6/6 02:26,A,非饮料,海味零食
3.6,32g卫龙亲嘴烧红烧牛肉味,2017/6/6 07:53,A,非饮料,肉干/豆制品/蛋
3.0,雪碧最新款,2017/6/6 08:32,A,饮料,碳酸饮料
1.6,韩国海牌海苔,2017/6/6 08:50,A,非饮料,海味零食
3.0,无穷烤鸡小腿（蜂蜜）,2017/6/6 09:20,A,非饮料,肉干/豆制品/蛋
4.5,40g乐事薯片黄瓜味,2017/6/6 10:06,A,非饮料,膨化食品
5.5,205g伊利安慕希原味,2017/6/6 11:20,A,饮料,乳制品
6.0,86g合味道海鲜风味,2017/6/6 11:54,A,非饮料,方便速食
3.5,东鹏特饮,2017/6/6 12:07,A,饮料,功能饮料
3.5,东鹏特饮,2017/6/6 13:44,A,饮料,功能饮料
4.5,40g乐事美国经典原味,2017/6/6 13:48,A,非饮料,膨化食品
4.5,250ml燕塘原味酸奶,2017/6/6 14:26,A,饮料,乳制品
1.6,20g咪咪虾条马来西亚风味,2017/6/6 17:03,A,非饮料,膨化食品
2.5,30g无穷农场盐_鸡蛋,2017/6/6 17:20,A,非饮料,肉干/豆制品/蛋
3.0,250ml维他柠檬茶,2017/6/6 18:23,A,饮料,茶饮料
0.8,咪咪虾条马来西亚风味,2017/6/6 18:33,A,非饮料,膨化食品
4.0,阿萨姆奶茶,2017/6/6 18:44,A,饮料,茶饮料
3.0,卫龙大面筋,2017/6/6 18:49,A,非饮料,肉干/豆制品/蛋
3.0,茉莉蜜茶,2017/6/6 19:04,A,饮料,茶饮料
6.5,430g泰奇八宝粥,2017/6/6 19:33,A,非饮料,方便速食
7.0,合味道（浓猪骨）,2017/6/6 19:56,A,非饮料,方便速食
3.0,雪碧（500ml）,2017/6/6 20:27,A,饮料,碳酸饮料
3.0,40g双汇玉米热狗肠,2017/6/6 20:39,A,非饮料,肉干/豆制品/蛋
1.6,20g马来西亚风味咪咪蟹味粒0219,2017/6/6 21:04,A,非饮料,膨化食品
1.0,香豆干,2017/6/6 21:04,A,非饮料,肉干/豆制品/蛋
4.5,250ml燕塘红枣牛奶,2017/6/6 21:08,A,饮料,乳制品
4.5,78g卫龙亲嘴语辣条,2017/6/6 21:09,A,非饮料,肉干/豆制品/蛋
1.6,20g马来西亚风味咪咪蟹味粒0219,2017/6/6 21:15,A,非饮料,膨化食品
2.0,怡宝纯净水,2017/6/6 21:15,A,饮料,水
6.0,红牛,2017/6/6 21:18,A,饮料,功能饮料
3.0,统一冰红茶,2017/6/6 21:37,A,饮料,茶饮料
2.0,怡宝纯净水,2017/6/6 22:01,A,饮料,水
3.0,无穷烤鸡小腿（蜂蜜）,2017/6/6 22:27,A,非饮料,肉干/豆制品/蛋
2.5,13g无穷烤鸡小腿蜂蜜味,2017/6/6 22:28,A,非饮料,肉干/豆制品/蛋
6.0,红牛,2017/6/6 22:34,A,饮料,功能饮料
5.0,天地一号,2017/6/6 22:48,A,饮料,果蔬饮料
3.0,可口可乐最新款,2017/6/6 22:49,A,饮料,碳酸饮料
3.0,250ml维他奶巧克力味,2017/6/7 04:32,A,饮料,植物蛋白
6.0,红牛,2017/6/7 05:46,A,饮料,功能饮料
6.0,红牛,2017/6/7 07:48,A,饮料,功能饮料
2.0,怡宝纯净水,2017/6/7 07:49,A,饮料,水
0.8,20g咪咪虾条马来西亚风味,2017/6/7 07:52,A,非饮料,膨化食品
2.0,怡宝纯净水,2017/6/7 07:52,A,饮料,水
2.0,5片装益达绿箭口香糖,2017/6/7 08:45,A,非饮料,糖果/巧克力
6.0,红牛,2017/6/7 08:52,A,饮料,功能饮料
6.0,86g合味道海鲜风味,2017/6/7 09:27,A,非饮料,方便速食
4.0,营养快线,2017/6/7 09:33,A,饮料,乳制品
0.8,20g咪咪虾条马来西亚风味,2017/6/7 10:29,A,非饮料,膨化食品
2.5,250ml王老吉盒装,2017/6/7 11:19,A,饮料,茶饮料
4.0,新麦潮天然酵母面包,2017/6/7 12:27,A,非饮料,饼干糕点
4.5,40g呀土豆番茄酱味,2017/6/7 12:51,A,非饮料,膨化食品
3.0,70g乖媳妇野山泡椒凤爪,2017/6/7 13:06,A,非饮料,肉干/豆制品/蛋
3.5,85g新麦潮手撕面包（提子味）,2017/6/7 13:30,A,非饮料,饼干糕点
3.0,250ml维他柠檬茶,2017/6/7 13:32,A,饮料,茶饮料
2.0,145ml旺仔牛奶盒装,2017/6/7 13:36,A,饮料,乳制品
1.0,香豆干,2017/6/7 13:44,A,非饮料,肉干/豆制品/蛋
5.0,48g好丽友薯愿香烤原味,2017/6/7 14:08,A,非饮料,膨化食品
1.5,小鱼仔,2017/6/7 14:10,A,非饮料,海味零食
4.0,75g新麦潮天然酵母面包（北海道牛奶风味）,2017/6/7 14:12,A,非饮料,饼干糕点
8.0,100g越南LIPO奶味面包干,2017/6/7 15:03,A,非饮料,饼干糕点
3.0,40g双汇玉米热狗肠,2017/6/7 15:32,A,非饮料,肉干/豆制品/蛋
3.5,维他原味豆奶,2017/6/7 16:27,A,饮料,植物蛋白
1.0,香豆干,2017/6/7 16:27,A,非饮料,肉干/豆制品/蛋
4.0,王老吉（罐）,2017/6/7 16:36,A,饮料,茶饮料
1.0,香豆干,2017/6/7 17:36,A,非饮料,肉干/豆制品/蛋
4.0,威化饼干,2017/6/7 17:42,A,非饮料,饼干糕点
5.5,统一来一桶香辣老坛酸菜牛肉面,2017/6/7 17:49,A,非饮料,方便速食
4.0,统一绿茶,2017/6/7 17:57,A,饮料,茶饮料
4.0,日式鱼果,2017/6/7 17:59,A,非饮料,膨化食品
4.5,40g乐事美国经典原味,2017/6/7 18:00,A,非饮料,膨化食品
2.0,怡宝纯净水,2017/6/7 18:00,A,饮料,水
2.0,怡宝纯净水,2017/6/7 18:22,A,饮料,水
2.0,怡宝纯净水,2017/6/7 18:36,A,饮料,水
2.5,伊利优酸乳,2017/6/7 18:47,A,饮料,乳制品
7.0,40g卫龙点心面黑椒牛排味,2017/6/7 18:49,A,非饮料,肉干/豆制品/蛋
2.5,30g无穷农场盐_鸡蛋,2017/6/7 19:48,A,非饮料,肉干/豆制品/蛋
2.5,30g无穷农场盐_鸡蛋,2017/6/7 20:34,A,非饮料,肉干/豆制品/蛋
4.0,王老吉（罐）,2017/6/7 20:35,A,饮料,茶饮料
6.0,红牛,2017/6/7 20:38,A,饮料,功能饮料
1.8,32g卫龙亲嘴烧,2017/6/7 21:07,A,非饮料,肉干/豆制品/蛋
2.0,伊利优酸乳,2017/6/7 22:33,A,饮料,乳制品
1.5,40g双汇玉米热狗肠,2017/6/7 23:05,A,非饮料,肉干/豆制品/蛋
4.0,阿萨姆奶茶,2017/6/7 23:05,A,饮料,茶饮料
3.0,无穷烤鸡小腿（蜂蜜）,2017/6/8 07:36,A,非饮料,肉干/豆制品/蛋
3.0,雪碧（500ml）,2017/6/8 07:53,A,饮料,碳酸饮料
4.0,营养快线,2017/6/8 07:55,A,饮料,乳制品
3.5,85g新麦潮手撕面包（提子味）,2017/6/8 08:20,A,非饮料,饼干糕点
6.5,250ml红牛,2017/6/8 09:02,A,饮料,功能饮料
5.5,268ml雀巢咖啡丝滑拿铁,2017/6/8 09:04,A,饮料,咖啡
3.5,东鹏特饮,2017/6/8 09:08,A,饮料,功能饮料
1.6,20g咪咪虾条马来西亚风味,2017/6/8 09:31,A,非饮料,膨化食品
6.5,70g乐事薯片黄瓜味,2017/6/8 09:31,A,非饮料,膨化食品
3.0,百事可乐500ml,2017/6/8 09:31,A,饮料,碳酸饮料
3.0,雪碧（500ml）,2017/6/8 09:53,A,饮料,碳酸饮料
3.0,250ml维他柠檬茶,2017/6/8 11:44,A,饮料,茶饮料
3.5,东鹏特饮,2017/6/8 12:26,A,饮料,功能饮料
6.0,330ml伊利畅意乳酸菌原味,2017/6/8 12:27,A,饮料,乳制品
1.5,卫龙亲嘴烧红烧牛肉味,2017/6/8 13:18,A,非饮料,肉干/豆制品/蛋
4.0,阿萨姆奶茶,2017/6/8 13:23,A,饮料,茶饮料
1.8,32g卫龙亲嘴烧川香味,2017/6/8 13:27,A,非饮料,肉干/豆制品/蛋
3.0,可口可乐（500ml）,2017/6/8 13:33,A,饮料,碳酸饮料
2.5,30g无穷农场盐_鸡蛋,2017/6/8 14:45,A,非饮料,肉干/豆制品/蛋
4.5,78g卫龙亲嘴语辣条,2017/6/8 15:14,A,非饮料,肉干/豆制品/蛋
4.5,500ml加多宝,2017/6/8 15:15,A,饮料,茶饮料
3.0,可口可乐（500ml）,2017/6/8 15:15,A,饮料,碳酸饮料
3.0,果粒橙,2017/6/8 16:13,A,饮料,果蔬饮料
1.6,20g马来西亚风味咪咪蟹味粒0219,2017/6/8 16:27,A,非饮料,膨化食品
4.0,营养快线,2017/6/8 16:27,A,饮料,乳制品
3.0,250ml维他原味豆奶,2017/6/8 16:36,A,饮料,植物蛋白
3.5,500ml康师傅冰糖雪梨,2017/6/8 17:16,A,饮料,果蔬饮料
0.8,咪咪虾条马来西亚风味,2017/6/8 17:25,A,非饮料,膨化食品
4.5,250ml燕塘甜牛奶,2017/6/8 17:41,A,饮料,乳制品
2.5,145ml旺仔牛奶盒装,2017/6/8 19:01,A,饮料,乳制品
3.0,250ml维他奶巧克力味,2017/6/8 19:06,A,饮料,植物蛋白
3.5,东鹏特饮,2017/6/8 19:06,A,饮料,功能饮料
2.0,5片装益达绿箭口香糖,2017/6/8 19:14,A,非饮料,糖果/巧克力
0.8,20g咪咪虾条马来西亚风味,2017/6/8 19:27,A,非饮料,膨化食品
3.5,600ml可口可乐,2017/6/8 19:27,A,饮料,碳酸饮料
1.0,手撕素肉排,2017/6/8 19:27,A,非饮料,肉干/豆制品/蛋
3.5,东鹏特饮,2017/6/8 19:34,A,饮料,功能饮料
0.8,20g咪咪虾条马来西亚风味,2017/6/8 19:35,A,非饮料,膨化食品
1.5,12g劲仔小鱼卤香味,2017/6/8 20:45,A,非饮料,肉干/豆制品/蛋
4.5,500ml加多宝,2017/6/8 22:07,A,饮料,茶饮料
2.5,145ml旺仔牛奶盒装,2017/6/8 22:25,A,饮料,乳制品
5.0,48g好丽友薯愿香烤原味,2017/6/8 23:01,A,非饮料,膨化食品
3.0,250ml维他柠檬茶,2017/6/8 23:15,A,饮料,茶饮料
2.0,5片装益达绿箭口香糖,2017/6/8 23:18,A,非饮料,糖果/巧克力
6.5,70g乐事薯片（黄瓜味）,2017/6/8 23:20,A,非饮料,膨化食品
5.0,500ml统一阿萨姆奶茶,2017/6/9 07:01,A,饮料,茶饮料
4.5,250ml燕塘红枣牛奶,2017/6/9 07:25,A,饮料,乳制品
2.0,怡宝纯净水,2017/6/9 07:42,A,饮料,水
1.5,40g双汇玉米热狗肠,2017/6/9 08:15,A,非饮料,肉干/豆制品/蛋
3.0,13g无穷烤鸡小腿蜂蜜味,2017/6/9 08:18,A,非饮料,肉干/豆制品/蛋
1.5,劲仔小鱼（香辣味）,2017/6/9 09:23,A,非饮料,肉干/豆制品/蛋
1.8,600ml雪碧,2017/6/9 10:34,A,饮料,碳酸饮料
3.0,250ml维他奶巧克力味,2017/6/9 10:53,A,饮料,植物蛋白
1.8,32g卫龙亲嘴烧红烧牛肉味,2017/6/9 11:42,A,非饮料,肉干/豆制品/蛋
3.2,2g韩国海牌海苔,2017/6/9 11:50,A,非饮料,海味零食
3.0,雪碧最新款,2017/6/9 13:38,A,饮料,碳酸饮料
4.5,250ml燕塘甜牛奶,2017/6/9 14:02,A,饮料,乳制品
6.0,86g合味道海鲜风味,2017/6/9 14:05,A,非饮料,方便速食
